Column,trench,unit,zone,liters,total_flot,species,NISP
9538,FAS,80,VII,30,21.2,malva_parviflora,NA
9539,FAS,80,VII,30,21.2,medicago_sp,NA
9540,FAS,80,VII,30,21.2,cf_medicago_frag,NA
9541,FAS,80,VII,30,21.2,monocotylidonae_capsules,NA
9542,FAS,80,VII,30,21.2,phalaris_sp,NA
9543,FAS,80,VII,30,21.2,pistacia_cf_lentiscus,NA
9544,FAS,80,VII,30,21.2,pistacia_cf_lentiscus,NA
9545,FAS,80,VII,30,21.2,pisum_cf_elatius,NA
9546,FAS,80,VII,30,21.2,pisum_vicia_pisum_of_all_sizes,NA
9547,FAS,80,VII,30,21.2,polygonum_sp,NA
9548,FAS,80,VII,30,21.2,prunus_amygdalus,NA
9549,FAS,80,VII,30,21.2,prunus_amygdalus,NA
9550,FAS,80,VII,30,21.2,pyrus_amygdaloformis,NA
9551,FAS,80,VII,30,21.2,pyrus_amygdaloformis,NA
9552,FAS,80,VII,30,21.2,rachis_frag_indet,NA
9553,FAS,80,VII,30,21.2,schoenus_nigricans,NA
9554,FAS,80,VII,30,21.2,seed_indet,NA
9555,FAS,80,VII,30,21.2,indet_frag,NA
9556,FAS,80,VII,30,21.2,sp_no_1,NA
9557,FAS,80,VII,30,21.2,spikelet_fork_indet_frags,NA
9558,FAS,80,VII,30,21.2,teucrium_sp,NA
9559,FAS,80,VII,30,21.2,triticum_sp,NA
9560,FAS,80,VII,30,21.2,t_cf_aestivum_durum,NA
9561,FAS,80,VII,30,21.2,triticum_turgidum_ssp_dicoccum,2
9562,FAS,80,VII,30,21.2,triticum_turgidum_ssp_dicoccum,NA
9563,FAS,80,VII,30,21.2,triticum_turgidum_ssp_dicoccum,NA
9564,FAS,80,VII,30,21.2,triticum_turgidum_ssp_dicoccum,NA
9565,FAS,80,VII,30,21.2,triticum_turgidum_ssp_dicoccum,NA
9566,FAS,80,VII,30,21.2,triticum_monococcum,NA
9567,FAS,80,VII,30,21.2,triticum_monococcum,NA
9568,FAS,80,VII,30,21.2,triticum_monococcum,NA
9569,FAS,80,VII,30,21.2,triticum_monococcum,NA
9570,FAS,80,VII,30,21.2,uthospennum_dlicinale,NA
9571,FAS,80,VII,30,21.2,vicia_ervilia,NA
9572,FAS,80,VII,30,21.2,vicia_lathyrus_sp,NA
9573,FAS,80,VII,30,21.2,vitis_vinifera_ssp_sylvestris,NA
9574,FAS,80,VII,30,21.2,vitis_vinifera_ssp_sylvestris,NA
9575,FAS,80,VII,30,21.2,triticum_sp,2
9576,FAS,80,VII,30,21.2,hordeum_vulgare_ssp,0
9577,FAS,81,VII,98,411.1,adonis_sp,NA
9578,FAS,81,VII,98,411.1,alkanna_sp,NA
9579,FAS,81,VII,98,411.1,anchusa_sp,NA
9580,FAS,81,VII,98,411.1,astragalus_frigonella_sp,NA
9581,FAS,81,VII,98,411.1,avena_sp,NA
9582,FAS,81,VII,98,411.1,avena_sp,NA
9583,FAS,81,VII,98,411.1,boraginaceae_sp,NA
9584,FAS,81,VII,98,411.1,calendula_sp,NA
9585,FAS,81,VII,98,411.1,capparis_sp,NA
9586,FAS,81,VII,98,411.1,celtis_sp_tournifortii,NA
9587,FAS,81,VII,98,411.1,cf_colchicum_polygonatum,NA
9588,FAS,81,VII,98,411.1,coriandrum_sp,NA
9589,FAS,81,VII,98,411.1,cruciferae_sp_seeds_capsules,NA
9590,FAS,81,VII,98,411.1,culm_nodes_indet_frags,NA
9591,FAS,81,VII,98,411.1,echium_sp,NA
9592,FAS,81,VII,98,411.1,erodium_sp,NA
9593,FAS,81,VII,98,411.1,fumaria_sp,NA
9594,FAS,81,VII,98,411.1,gallium_sp,NA
9595,FAS,81,VII,98,411.1,glume_base_indet,NA
9596,FAS,81,VII,98,411.1,gramineae_indet,NA
9597,FAS,81,VII,98,411.1,gramineae_indet,37
9598,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,NA
9599,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,4
9600,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,4
9601,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,NA
9602,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,NA
9603,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,NA
9604,FAS,81,VII,98,411.1,indet_frag,NA
9605,FAS,81,VII,98,411.1,l_officinale,NA
9606,FAS,81,VII,98,411.1,lathyrus,NA
9607,FAS,81,VII,98,411.1,leguminosae,3
9608,FAS,81,VII,98,411.1,leguminosae,NA
9609,FAS,81,VII,98,411.1,lens_sp,3
9610,FAS,81,VII,98,411.1,lens_sp,NA
9611,FAS,81,VII,98,411.1,liliaceae_sp,NA
9612,FAS,81,VII,98,411.1,lithospermum_arvense,1
9613,FAS,81,VII,98,411.1,lithospermum_arvense,NA
9614,FAS,81,VII,98,411.1,malva_parviflora,NA
9615,FAS,81,VII,98,411.1,medicago_sp,3
9616,FAS,81,VII,98,411.1,cf_medicago_frag,NA
9617,FAS,81,VII,98,411.1,monocotylidonae_capsules,NA
9618,FAS,81,VII,98,411.1,phalaris_sp,NA
9619,FAS,81,VII,98,411.1,pistacia_cf_lentiscus,NA
9620,FAS,81,VII,98,411.1,pistacia_cf_lentiscus,NA
9621,FAS,81,VII,98,411.1,pisum_cf_elatius,NA
9622,FAS,81,VII,98,411.1,pisum_vicia_pisum_of_all_sizes,NA
9623,FAS,81,VII,98,411.1,polygonum_sp,NA
9624,FAS,81,VII,98,411.1,prunus_amygdalus,NA
9625,FAS,81,VII,98,411.1,prunus_amygdalus,3
9626,FAS,81,VII,98,411.1,pyrus_amygdaloformis,NA
9627,FAS,81,VII,98,411.1,pyrus_amygdaloformis,NA
9628,FAS,81,VII,98,411.1,rachis_frag_indet,NA
9629,FAS,81,VII,98,411.1,schoenus_nigricans,NA
9630,FAS,81,VII,98,411.1,seed_indet,NA
9631,FAS,81,VII,98,411.1,indet_frag,NA
9632,FAS,81,VII,98,411.1,sp_no_1,NA
9633,FAS,81,VII,98,411.1,spikelet_fork_indet_frags,NA
9634,FAS,81,VII,98,411.1,teucrium_sp,NA
9635,FAS,81,VII,98,411.1,triticum_sp,NA
9636,FAS,81,VII,98,411.1,t_cf_aestivum_durum,NA
9637,FAS,81,VII,98,411.1,triticum_turgidum_ssp_dicoccum,7
9638,FAS,81,VII,98,411.1,triticum_turgidum_ssp_dicoccum,NA
9639,FAS,81,VII,98,411.1,triticum_turgidum_ssp_dicoccum,NA
9640,FAS,81,VII,98,411.1,triticum_turgidum_ssp_dicoccum,NA
9641,FAS,81,VII,98,411.1,triticum_turgidum_ssp_dicoccum,NA
9642,FAS,81,VII,98,411.1,triticum_monococcum,NA
9643,FAS,81,VII,98,411.1,triticum_monococcum,NA
9644,FAS,81,VII,98,411.1,triticum_monococcum,NA
9645,FAS,81,VII,98,411.1,triticum_monococcum,NA
9646,FAS,81,VII,98,411.1,uthospennum_dlicinale,NA
9647,FAS,81,VII,98,411.1,vicia_ervilia,NA
9648,FAS,81,VII,98,411.1,vicia_lathyrus_sp,NA
9649,FAS,81,VII,98,411.1,vitis_vinifera_ssp_sylvestris,NA
9650,FAS,81,VII,98,411.1,vitis_vinifera_ssp_sylvestris,NA
9651,FAS,81,VII,98,411.1,triticum_sp,7
9652,FAS,81,VII,98,411.1,hordeum_vulgare_ssp,4
9653,FAS,82,VII,220,222.8,adonis_sp,NA
9654,FAS,82,VII,220,222.8,alkanna_sp,NA
9655,FAS,82,VII,220,222.8,anchusa_sp,NA
9656,FAS,82,VII,220,222.8,astragalus_frigonella_sp,1
9657,FAS,82,VII,220,222.8,avena_sp,NA
9658,FAS,82,VII,220,222.8,avena_sp,NA
9659,FAS,82,VII,220,222.8,boraginaceae_sp,2
9660,FAS,82,VII,220,222.8,calendula_sp,NA
9661,FAS,82,VII,220,222.8,capparis_sp,NA
9662,FAS,82,VII,220,222.8,celtis_sp_tournifortii,NA
9663,FAS,82,VII,220,222.8,cf_colchicum_polygonatum,NA
9664,FAS,82,VII,220,222.8,coriandrum_sp,1
9665,FAS,82,VII,220,222.8,cruciferae_sp_seeds_capsules,20
9666,FAS,82,VII,220,222.8,culm_nodes_indet_frags,NA
9667,FAS,82,VII,220,222.8,echium_sp,6
9668,FAS,82,VII,220,222.8,erodium_sp,NA
9669,FAS,82,VII,220,222.8,fumaria_sp,NA
9670,FAS,82,VII,220,222.8,gallium_sp,NA
9671,FAS,82,VII,220,222.8,glume_base_indet,NA
9672,FAS,82,VII,220,222.8,gramineae_indet,NA
9673,FAS,82,VII,220,222.8,gramineae_indet,87
9674,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,NA
9675,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,9
9676,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,NA
9677,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,NA
9678,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,NA
9679,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,NA
9680,FAS,82,VII,220,222.8,indet_frag,NA
9681,FAS,82,VII,220,222.8,l_officinale,NA
9682,FAS,82,VII,220,222.8,lathyrus,1
9683,FAS,82,VII,220,222.8,leguminosae,2
9684,FAS,82,VII,220,222.8,leguminosae,NA
9685,FAS,82,VII,220,222.8,lens_sp,2
9686,FAS,82,VII,220,222.8,lens_sp,NA
9687,FAS,82,VII,220,222.8,liliaceae_sp,NA
9688,FAS,82,VII,220,222.8,lithospermum_arvense,27
9689,FAS,82,VII,220,222.8,lithospermum_arvense,NA
9690,FAS,82,VII,220,222.8,malva_parviflora,NA
9691,FAS,82,VII,220,222.8,medicago_sp,455
9692,FAS,82,VII,220,222.8,cf_medicago_frag,NA
9693,FAS,82,VII,220,222.8,monocotylidonae_capsules,NA
9694,FAS,82,VII,220,222.8,phalaris_sp,NA
9695,FAS,82,VII,220,222.8,pistacia_cf_lentiscus,NA
9696,FAS,82,VII,220,222.8,pistacia_cf_lentiscus,NA
9697,FAS,82,VII,220,222.8,pisum_cf_elatius,NA
9698,FAS,82,VII,220,222.8,pisum_vicia_pisum_of_all_sizes,NA
9699,FAS,82,VII,220,222.8,polygonum_sp,NA
9700,FAS,82,VII,220,222.8,prunus_amygdalus,NA
9701,FAS,82,VII,220,222.8,prunus_amygdalus,3
9702,FAS,82,VII,220,222.8,pyrus_amygdaloformis,NA
9703,FAS,82,VII,220,222.8,pyrus_amygdaloformis,NA
9704,FAS,82,VII,220,222.8,rachis_frag_indet,NA
9705,FAS,82,VII,220,222.8,schoenus_nigricans,NA
9706,FAS,82,VII,220,222.8,seed_indet,3
9707,FAS,82,VII,220,222.8,indet_frag,NA
9708,FAS,82,VII,220,222.8,sp_no_1,NA
9709,FAS,82,VII,220,222.8,spikelet_fork_indet_frags,NA
9710,FAS,82,VII,220,222.8,teucrium_sp,NA
9711,FAS,82,VII,220,222.8,triticum_sp,NA
9712,FAS,82,VII,220,222.8,t_cf_aestivum_durum,NA
9713,FAS,82,VII,220,222.8,triticum_turgidum_ssp_dicoccum,3
9714,FAS,82,VII,220,222.8,triticum_turgidum_ssp_dicoccum,1
9715,FAS,82,VII,220,222.8,triticum_turgidum_ssp_dicoccum,NA
9716,FAS,82,VII,220,222.8,triticum_turgidum_ssp_dicoccum,NA
9717,FAS,82,VII,220,222.8,triticum_turgidum_ssp_dicoccum,NA
9718,FAS,82,VII,220,222.8,triticum_monococcum,NA
9719,FAS,82,VII,220,222.8,triticum_monococcum,NA
9720,FAS,82,VII,220,222.8,triticum_monococcum,NA
9721,FAS,82,VII,220,222.8,triticum_monococcum,NA
9722,FAS,82,VII,220,222.8,uthospennum_dlicinale,NA
9723,FAS,82,VII,220,222.8,vicia_ervilia,NA
9724,FAS,82,VII,220,222.8,vicia_lathyrus_sp,NA
9725,FAS,82,VII,220,222.8,vitis_vinifera_ssp_sylvestris,NA
9726,FAS,82,VII,220,222.8,vitis_vinifera_ssp_sylvestris,NA
9727,FAS,82,VII,220,222.8,triticum_sp,3
9728,FAS,82,VII,220,222.8,hordeum_vulgare_ssp,9
9729,FAS,83,VII,37,401,adonis_sp,NA
9730,FAS,83,VII,37,401,alkanna_sp,NA
9731,FAS,83,VII,37,401,anchusa_sp,NA
9732,FAS,83,VII,37,401,astragalus_frigonella_sp,NA
9733,FAS,83,VII,37,401,avena_sp,NA
9734,FAS,83,VII,37,401,avena_sp,NA
9735,FAS,83,VII,37,401,boraginaceae_sp,NA
9736,FAS,83,VII,37,401,calendula_sp,NA
9737,FAS,83,VII,37,401,capparis_sp,NA
9738,FAS,83,VII,37,401,celtis_sp_tournifortii,NA
9739,FAS,83,VII,37,401,cf_colchicum_polygonatum,NA
9740,FAS,83,VII,37,401,coriandrum_sp,NA
9741,FAS,83,VII,37,401,cruciferae_sp_seeds_capsules,3
9742,FAS,83,VII,37,401,culm_nodes_indet_frags,NA
9743,FAS,83,VII,37,401,echium_sp,NA
9744,FAS,83,VII,37,401,erodium_sp,NA
9745,FAS,83,VII,37,401,fumaria_sp,NA
9746,FAS,83,VII,37,401,gallium_sp,NA
9747,FAS,83,VII,37,401,glume_base_indet,NA
9748,FAS,83,VII,37,401,gramineae_indet,NA
9749,FAS,83,VII,37,401,gramineae_indet,47
9750,FAS,83,VII,37,401,hordeum_vulgare_ssp,NA
9751,FAS,83,VII,37,401,hordeum_vulgare_ssp,3
9752,FAS,83,VII,37,401,hordeum_vulgare_ssp,2
9753,FAS,83,VII,37,401,hordeum_vulgare_ssp,NA
9754,FAS,83,VII,37,401,hordeum_vulgare_ssp,NA
9755,FAS,83,VII,37,401,hordeum_vulgare_ssp,NA
9756,FAS,83,VII,37,401,indet_frag,NA
9757,FAS,83,VII,37,401,l_officinale,NA
9758,FAS,83,VII,37,401,lathyrus,NA
9759,FAS,83,VII,37,401,leguminosae,1
9760,FAS,83,VII,37,401,leguminosae,NA
9761,FAS,83,VII,37,401,lens_sp,1
9762,FAS,83,VII,37,401,lens_sp,NA
9763,FAS,83,VII,37,401,liliaceae_sp,NA
9764,FAS,83,VII,37,401,lithospermum_arvense,1
9765,FAS,83,VII,37,401,lithospermum_arvense,NA
9766,FAS,83,VII,37,401,malva_parviflora,NA
9767,FAS,83,VII,37,401,medicago_sp,44
9768,FAS,83,VII,37,401,cf_medicago_frag,NA
9769,FAS,83,VII,37,401,monocotylidonae_capsules,NA
9770,FAS,83,VII,37,401,phalaris_sp,NA
9771,FAS,83,VII,37,401,pistacia_cf_lentiscus,1
9772,FAS,83,VII,37,401,pistacia_cf_lentiscus,2
9773,FAS,83,VII,37,401,pisum_cf_elatius,NA
9774,FAS,83,VII,37,401,pisum_vicia_pisum_of_all_sizes,NA
9775,FAS,83,VII,37,401,polygonum_sp,NA
9776,FAS,83,VII,37,401,prunus_amygdalus,1
9777,FAS,83,VII,37,401,prunus_amygdalus,NA
9778,FAS,83,VII,37,401,pyrus_amygdaloformis,NA
9779,FAS,83,VII,37,401,pyrus_amygdaloformis,NA
9780,FAS,83,VII,37,401,rachis_frag_indet,NA
9781,FAS,83,VII,37,401,schoenus_nigricans,NA
9782,FAS,83,VII,37,401,seed_indet,NA
9783,FAS,83,VII,37,401,indet_frag,NA
9784,FAS,83,VII,37,401,sp_no_1,NA
9785,FAS,83,VII,37,401,spikelet_fork_indet_frags,NA
9786,FAS,83,VII,37,401,teucrium_sp,NA
9787,FAS,83,VII,37,401,triticum_sp,NA
9788,FAS,83,VII,37,401,t_cf_aestivum_durum,NA
9789,FAS,83,VII,37,401,triticum_turgidum_ssp_dicoccum,4
9790,FAS,83,VII,37,401,triticum_turgidum_ssp_dicoccum,NA
9791,FAS,83,VII,37,401,triticum_turgidum_ssp_dicoccum,NA
9792,FAS,83,VII,37,401,triticum_turgidum_ssp_dicoccum,NA
9793,FAS,83,VII,37,401,triticum_turgidum_ssp_dicoccum,NA
9794,FAS,83,VII,37,401,triticum_monococcum,1
9795,FAS,83,VII,37,401,triticum_monococcum,NA
9796,FAS,83,VII,37,401,triticum_monococcum,NA
9797,FAS,83,VII,37,401,triticum_monococcum,NA
9798,FAS,83,VII,37,401,uthospennum_dlicinale,NA
9799,FAS,83,VII,37,401,vicia_ervilia,NA
9800,FAS,83,VII,37,401,vicia_lathyrus_sp,NA
9801,FAS,83,VII,37,401,vitis_vinifera_ssp_sylvestris,NA
9802,FAS,83,VII,37,401,vitis_vinifera_ssp_sylvestris,NA
9803,FAS,83,VII,37,401,triticum_sp,5
9804,FAS,83,VII,37,401,hordeum_vulgare_ssp,3
9805,FAS,84,VII,43,439.3,adonis_sp,NA
9806,FAS,84,VII,43,439.3,alkanna_sp,NA
9807,FAS,84,VII,43,439.3,anchusa_sp,NA
9808,FAS,84,VII,43,439.3,astragalus_frigonella_sp,NA
9809,FAS,84,VII,43,439.3,avena_sp,NA
9810,FAS,84,VII,43,439.3,avena_sp,NA
9811,FAS,84,VII,43,439.3,boraginaceae_sp,NA
9812,FAS,84,VII,43,439.3,calendula_sp,NA
9813,FAS,84,VII,43,439.3,capparis_sp,NA
9814,FAS,84,VII,43,439.3,celtis_sp_tournifortii,NA
9815,FAS,84,VII,43,439.3,cf_colchicum_polygonatum,NA
9816,FAS,84,VII,43,439.3,coriandrum_sp,NA
9817,FAS,84,VII,43,439.3,cruciferae_sp_seeds_capsules,NA
9818,FAS,84,VII,43,439.3,culm_nodes_indet_frags,NA
9819,FAS,84,VII,43,439.3,echium_sp,NA
9820,FAS,84,VII,43,439.3,erodium_sp,NA
9821,FAS,84,VII,43,439.3,fumaria_sp,NA
9822,FAS,84,VII,43,439.3,gallium_sp,NA
9823,FAS,84,VII,43,439.3,glume_base_indet,NA
9824,FAS,84,VII,43,439.3,gramineae_indet,NA
9825,FAS,84,VII,43,439.3,gramineae_indet,NA
9826,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,NA
9827,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,3
9828,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,4
9829,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,NA
9830,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,NA
9831,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,NA
9832,FAS,84,VII,43,439.3,indet_frag,NA
9833,FAS,84,VII,43,439.3,l_officinale,NA
9834,FAS,84,VII,43,439.3,lathyrus,NA
9835,FAS,84,VII,43,439.3,leguminosae,NA
9836,FAS,84,VII,43,439.3,leguminosae,4
9837,FAS,84,VII,43,439.3,lens_sp,NA
9838,FAS,84,VII,43,439.3,lens_sp,NA
9839,FAS,84,VII,43,439.3,liliaceae_sp,NA
9840,FAS,84,VII,43,439.3,lithospermum_arvense,2
9841,FAS,84,VII,43,439.3,lithospermum_arvense,NA
9842,FAS,84,VII,43,439.3,malva_parviflora,NA
9843,FAS,84,VII,43,439.3,medicago_sp,NA
9844,FAS,84,VII,43,439.3,cf_medicago_frag,NA
9845,FAS,84,VII,43,439.3,monocotylidonae_capsules,NA
9846,FAS,84,VII,43,439.3,phalaris_sp,NA
9847,FAS,84,VII,43,439.3,pistacia_cf_lentiscus,NA
9848,FAS,84,VII,43,439.3,pistacia_cf_lentiscus,NA
9849,FAS,84,VII,43,439.3,pisum_cf_elatius,NA
9850,FAS,84,VII,43,439.3,pisum_vicia_pisum_of_all_sizes,NA
9851,FAS,84,VII,43,439.3,polygonum_sp,NA
9852,FAS,84,VII,43,439.3,prunus_amygdalus,1
9853,FAS,84,VII,43,439.3,prunus_amygdalus,NA
9854,FAS,84,VII,43,439.3,pyrus_amygdaloformis,NA
9855,FAS,84,VII,43,439.3,pyrus_amygdaloformis,NA
9856,FAS,84,VII,43,439.3,rachis_frag_indet,NA
9857,FAS,84,VII,43,439.3,schoenus_nigricans,NA
9858,FAS,84,VII,43,439.3,seed_indet,NA
9859,FAS,84,VII,43,439.3,indet_frag,NA
9860,FAS,84,VII,43,439.3,sp_no_1,NA
9861,FAS,84,VII,43,439.3,spikelet_fork_indet_frags,NA
9862,FAS,84,VII,43,439.3,teucrium_sp,NA
9863,FAS,84,VII,43,439.3,triticum_sp,NA
9864,FAS,84,VII,43,439.3,t_cf_aestivum_durum,NA
9865,FAS,84,VII,43,439.3,triticum_turgidum_ssp_dicoccum,1
9866,FAS,84,VII,43,439.3,triticum_turgidum_ssp_dicoccum,1
9867,FAS,84,VII,43,439.3,triticum_turgidum_ssp_dicoccum,NA
9868,FAS,84,VII,43,439.3,triticum_turgidum_ssp_dicoccum,NA
9869,FAS,84,VII,43,439.3,triticum_turgidum_ssp_dicoccum,NA
9870,FAS,84,VII,43,439.3,triticum_monococcum,NA
9871,FAS,84,VII,43,439.3,triticum_monococcum,NA
9872,FAS,84,VII,43,439.3,triticum_monococcum,NA
9873,FAS,84,VII,43,439.3,triticum_monococcum,NA
9874,FAS,84,VII,43,439.3,uthospennum_dlicinale,NA
9875,FAS,84,VII,43,439.3,vicia_ervilia,NA
9876,FAS,84,VII,43,439.3,vicia_lathyrus_sp,NA
9877,FAS,84,VII,43,439.3,vitis_vinifera_ssp_sylvestris,NA
9878,FAS,84,VII,43,439.3,vitis_vinifera_ssp_sylvestris,NA
9879,FAS,84,VII,43,439.3,triticum_sp,1
9880,FAS,84,VII,43,439.3,hordeum_vulgare_ssp,3
9881,FAS,85,VII,56,216.1,adonis_sp,NA
9882,FAS,85,VII,56,216.1,alkanna_sp,NA
9883,FAS,85,VII,56,216.1,anchusa_sp,NA
9884,FAS,85,VII,56,216.1,astragalus_frigonella_sp,NA
9885,FAS,85,VII,56,216.1,avena_sp,NA
9886,FAS,85,VII,56,216.1,avena_sp,NA
9887,FAS,85,VII,56,216.1,boraginaceae_sp,NA
9888,FAS,85,VII,56,216.1,calendula_sp,NA
9889,FAS,85,VII,56,216.1,capparis_sp,NA
9890,FAS,85,VII,56,216.1,celtis_sp_tournifortii,NA
9891,FAS,85,VII,56,216.1,cf_colchicum_polygonatum,NA
9892,FAS,85,VII,56,216.1,coriandrum_sp,NA
9893,FAS,85,VII,56,216.1,cruciferae_sp_seeds_capsules,7
9894,FAS,85,VII,56,216.1,culm_nodes_indet_frags,1
9895,FAS,85,VII,56,216.1,echium_sp,NA
9896,FAS,85,VII,56,216.1,erodium_sp,NA
9897,FAS,85,VII,56,216.1,fumaria_sp,NA
9898,FAS,85,VII,56,216.1,gallium_sp,NA
9899,FAS,85,VII,56,216.1,glume_base_indet,1
9900,FAS,85,VII,56,216.1,gramineae_indet,NA
9901,FAS,85,VII,56,216.1,gramineae_indet,40
9902,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,NA
9903,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,1
9904,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,NA
9905,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,NA
9906,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,NA
9907,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,NA
9908,FAS,85,VII,56,216.1,indet_frag,NA
9909,FAS,85,VII,56,216.1,l_officinale,NA
9910,FAS,85,VII,56,216.1,lathyrus,3
9911,FAS,85,VII,56,216.1,leguminosae,2
9912,FAS,85,VII,56,216.1,leguminosae,NA
9913,FAS,85,VII,56,216.1,lens_sp,4
9914,FAS,85,VII,56,216.1,lens_sp,NA
9915,FAS,85,VII,56,216.1,liliaceae_sp,NA
9916,FAS,85,VII,56,216.1,lithospermum_arvense,2
9917,FAS,85,VII,56,216.1,lithospermum_arvense,NA
9918,FAS,85,VII,56,216.1,malva_parviflora,NA
9919,FAS,85,VII,56,216.1,medicago_sp,104
9920,FAS,85,VII,56,216.1,cf_medicago_frag,NA
9921,FAS,85,VII,56,216.1,monocotylidonae_capsules,NA
9922,FAS,85,VII,56,216.1,phalaris_sp,NA
9923,FAS,85,VII,56,216.1,pistacia_cf_lentiscus,NA
9924,FAS,85,VII,56,216.1,pistacia_cf_lentiscus,4
9925,FAS,85,VII,56,216.1,pisum_cf_elatius,NA
9926,FAS,85,VII,56,216.1,pisum_vicia_pisum_of_all_sizes,NA
9927,FAS,85,VII,56,216.1,polygonum_sp,NA
9928,FAS,85,VII,56,216.1,prunus_amygdalus,2
9929,FAS,85,VII,56,216.1,prunus_amygdalus,NA
9930,FAS,85,VII,56,216.1,pyrus_amygdaloformis,NA
9931,FAS,85,VII,56,216.1,pyrus_amygdaloformis,NA
9932,FAS,85,VII,56,216.1,rachis_frag_indet,NA
9933,FAS,85,VII,56,216.1,schoenus_nigricans,NA
9934,FAS,85,VII,56,216.1,seed_indet,NA
9935,FAS,85,VII,56,216.1,indet_frag,2
9936,FAS,85,VII,56,216.1,sp_no_1,NA
9937,FAS,85,VII,56,216.1,spikelet_fork_indet_frags,NA
9938,FAS,85,VII,56,216.1,teucrium_sp,NA
9939,FAS,85,VII,56,216.1,triticum_sp,NA
9940,FAS,85,VII,56,216.1,t_cf_aestivum_durum,NA
9941,FAS,85,VII,56,216.1,triticum_turgidum_ssp_dicoccum,4
9942,FAS,85,VII,56,216.1,triticum_turgidum_ssp_dicoccum,NA
9943,FAS,85,VII,56,216.1,triticum_turgidum_ssp_dicoccum,NA
9944,FAS,85,VII,56,216.1,triticum_turgidum_ssp_dicoccum,NA
9945,FAS,85,VII,56,216.1,triticum_turgidum_ssp_dicoccum,NA
9946,FAS,85,VII,56,216.1,triticum_monococcum,NA
9947,FAS,85,VII,56,216.1,triticum_monococcum,NA
9948,FAS,85,VII,56,216.1,triticum_monococcum,NA
9949,FAS,85,VII,56,216.1,triticum_monococcum,NA
9950,FAS,85,VII,56,216.1,uthospennum_dlicinale,NA
9951,FAS,85,VII,56,216.1,vicia_ervilia,NA
9952,FAS,85,VII,56,216.1,vicia_lathyrus_sp,NA
9953,FAS,85,VII,56,216.1,vitis_vinifera_ssp_sylvestris,2
9954,FAS,85,VII,56,216.1,vitis_vinifera_ssp_sylvestris,NA
9955,FAS,85,VII,56,216.1,triticum_sp,4
9956,FAS,85,VII,56,216.1,hordeum_vulgare_ssp,1
9957,FAS,86,VII,99,276.3,adonis_sp,NA
9958,FAS,86,VII,99,276.3,alkanna_sp,NA
9959,FAS,86,VII,99,276.3,anchusa_sp,NA
9960,FAS,86,VII,99,276.3,astragalus_frigonella_sp,NA
9961,FAS,86,VII,99,276.3,avena_sp,NA
9962,FAS,86,VII,99,276.3,avena_sp,NA
9963,FAS,86,VII,99,276.3,boraginaceae_sp,NA
9964,FAS,86,VII,99,276.3,calendula_sp,NA
9965,FAS,86,VII,99,276.3,capparis_sp,NA
9966,FAS,86,VII,99,276.3,celtis_sp_tournifortii,NA
9967,FAS,86,VII,99,276.3,cf_colchicum_polygonatum,NA
9968,FAS,86,VII,99,276.3,coriandrum_sp,NA
9969,FAS,86,VII,99,276.3,cruciferae_sp_seeds_capsules,NA
9970,FAS,86,VII,99,276.3,culm_nodes_indet_frags,NA
9971,FAS,86,VII,99,276.3,echium_sp,NA
9972,FAS,86,VII,99,276.3,erodium_sp,NA
9973,FAS,86,VII,99,276.3,fumaria_sp,NA
9974,FAS,86,VII,99,276.3,gallium_sp,NA
9975,FAS,86,VII,99,276.3,glume_base_indet,NA
9976,FAS,86,VII,99,276.3,gramineae_indet,NA
9977,FAS,86,VII,99,276.3,gramineae_indet,64
9978,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,NA
9979,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,10
9980,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,6
9981,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,NA
9982,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,NA
9983,FAS,86,VII,99,276.3,hordeum_vulgare_ssp,NA
9984,FAS,86,VII,99,276.3,indet_frag,NA
9985,FAS,86,VII,99,276.3,l_officinale,NA
