"","trenchunit","zone","liters","total_flot","adonis_sp","alkanna_sp","anchusa_sp","astragalus_frigonella_sp","avena_sp","boraginaceae_sp","calendula_sp","capparis_sp","celtis_sp_tournifortii","cf_colchicum_polygonatum","coriandrum_sp","cruciferae_sp_seeds_capsules","culm_nodes_indet_frags","echium_sp","erodium_sp","fumaria_sp","gallium_sp","glume_base_indet","gramineae_indet","hordeum_vulgare_ssp","indet_frag","l_officinale","lathyrus","leguminosae","lens_sp","liliaceae_sp","lithospermum_arvense","malva_parviflora","medicago_sp","cf_medicago_frag","monocotylidonae_capsules","phalaris_sp","pistacia_cf_lentiscus","pisum_cf_elatius","pisum_vicia_pisum_of_all_sizes","polygonum_sp","prunus_amygdalus","pyrus_amygdaloformis","rachis_frag_indet","schoenus_nigricans","seed_indet","sp_no_1","spikelet_fork_indet_frags","teucrium_sp","triticum_sp","t_cf_aestivum_durum","triticum_turgidum_ssp_dicoccum","triticum_monococcum","uthospennum_dlicinale","vicia_ervilia","vicia_lathyrus_sp","vitis_vinifera_ssp_sylvestris"
"216","FAS_204","I/II",312,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","FAS_205","II",381,19.7,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","FAS_206","Ib",277,9.8,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","FAS_207","Ib",298,6.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","FAS_208","Ib",797,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"221","FAS_209","Ib",624,2.2,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","FAS_210","Ib",244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","FAS_211","Ib",NA,NA,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","FAS_212","Ib",488,3.6,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","FAS_213","Ib",107,0.8,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","FAS_214","Ib",391,1.4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","FAS_215","Ib",77,1.3,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","FAS_216","Ib",90,2.5,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","FAS_217","Ib",179,4,0,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","FAS_218","Ia",213,0.2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","FAS_219","Ia",672,0.8,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","FAS_220","Ia",213,1.2,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","FAS_221","Ia",315,1.6,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","FAS_222","Ia",316,2,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","FAS_223","Ia",693,3.5,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","FAS_224","Ia",561,2.7,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","FAS_225","Ia",416,3.4,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","FAS_226","Ia",866,5.9,0,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","FAS_227","Ia",146,0.7,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","FAS_59",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","FAS_61",NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","FAS_64",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","FAS_66",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","FAS_67",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"245","FAS_69",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"246","FAS_71",NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","FAS_73","VII",272,102.7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,26,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0
"248","FAS_74","VII",257,128.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,28,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
"249","FAS_75","VII",45,106.4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,36,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
"250","FAS_76","VII",129,801.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,44,13,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,0,20,0,0,0,0,0
"251","FAS_77","VII",62,89.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
"252","FAS_78","VII",58,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,0,1,1,3,0,4,0,3,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0
"253","FAS_79","VII",54,91.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,11,0,0,0,6,5,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"254","FAS_80","VII",30,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"255","FAS_81","VII",98,411.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,0,0,0,3,3,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0
"256","FAS_82","VII",220,222.8,0,0,0,1,0,2,0,0,0,0,1,20,0,6,0,0,0,0,87,18,0,0,1,2,2,0,27,0,455,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0
"257","FAS_83","VII",37,401,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,47,8,0,0,0,1,1,0,1,0,44,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,4,1,0,0,0,0
"258","FAS_84","VII",43,439.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"259","FAS_85","VII",56,216.1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,40,2,2,0,3,2,4,0,2,0,104,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,0,0,2
"260","FAS_86","VII",99,276.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,26,0,0,0,1,3,0,0,0,4,0,0,0,27,0,0,0,2,3,0,0,0,0,4,0,3,0,3,0,0,0,0,0
"261","FAS_87","VII",31,69.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,5,0,0,0,0,3,0,3,0,5,0,0,0,5,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"262","FAS_88","VII",14,61.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,8,0,0,0,0,0,0,1,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
"263","FAS_89","VII",183,464.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,13,0,0,3,0,6,0,1,0,8,0,0,0,2,0,0,0,5,0,0,0,0,0,2,0,9,0,9,0,0,0,0,0
"264","FAS_90","VII",86,937.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,20,0,0,0,3,2,0,4,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0
"265","FAS_91","VII",60,862,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,62,33,2,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,21,0,18,5,0,0,0,0
"266","FAS_92","VII",7,80.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,10,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","FAS_93","VII",109,345.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
"268","FAS_94","VII",89,176.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","FAS_95","VII",34,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0
"270","FAS_96","VII",27,69.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,41,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0
"271","FAS_97","VII",35,22.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"272","FAS_98","VII",210,318.8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,13,26,0,0,0,1,2,1,3,0,11,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,8,0,6,2,0,0,0,0
"273","FAS_99","VII",74,428.2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,3,0,5,0,0,1,0,6,0,0,0,8,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,11,0,7,4,0,0,0,0
