Unit,Zone,Liters,Tot_Flot_g,species,complete,percent,Frags.,
212,III,564,288.3,Pyrus amygdaliformis,33,4,,
212,III,564,288.3,Lithospennum arvense,2,0.2,,
212,III,564,288.3,Liliaceae,35,4,,
212,III,564,288.3,cf. Colchicum/Polygonatum,6,0.8,,
212,III,564,288.3,Avena sp.,163,21,,
212,III,564,288.3,Hordeum vulgare ssp. Spontaneum,1,0.1,12,
213,III,46,27.5,Adonis sp.,1,0.8,,
213,III,46,27.5,Fumaria sp.,3,2,,
213,III,46,27.5,Cruciferae sp.-seeds,2,1,,
213,III,46,27.5,Capparis sp.,2,1,,
213,III,46,27.5,Pistacia cf. lentiscus,71,54,,
213,III,46,27.5,Lens sp.,4,3,,
213,III,46,27.5,Prunus amygdalus,17,13,,
213,III,46,27.5,Pyrus amygdalifonnis,17,13,,
213,III,46,27.5,Lithospennum arvense,1,0.8,,
213,III,46,27.5,cf. Colchicum/Polygonatum,1,0.8,,
213,III,46,27.5,Avena sp.,12,9,,
213,III,46,27.5,Hordeum vulgare ssp. Spontaneum,1,0.8,,
214,III,11,12.2,Capparis sp.,2,15,,
214,III,11,12.2,Pistacia cf. lentiscus,3,23,,
214,III,11,12.2,Prunus amygdalus,6,46,,
214,III,11,12.2,Pyrus amygdalifonnis,1,8,,
214,III,11,12.2,Phalaris sp.,1,8,,
214,III,11,12.2,Avena sp.,,,1,
215,III,146,152,Adonis sp.,2,0.5,,
215,III,146,152,Cruciferae sp.-seeds,5,1,,
215,III,146,152,Capparis sp.,8,2,,
215,III,146,152,Pistacia cf. lentiscus,186,45,,
215,III,146,152,Vicia/Lathyrus sp.,4,1,,
215,III,146,152,Lens sp.,27,7,,
215,III,146,152,Pisum/Vicia sp.,1,0.2,,
215,III,146,152,small Leguminosae,3,0.7,,
215,III,146,152,Prunus amygdalus,48,12,,
215,III,146,152,Pyrus amygdaliformis,27,7,,
215,III,146,152,Lithospermum arvense,5,1,,
215,III,146,152,Liliaceae sp.,1,0.2,,
215,III,146,152,Avena sp.,91,22,,
215,III,146,152,Hordeum vulgare ssp. Spontaneum,3,0.7,,
216,III,55,101.4,Adonis sp.,1,0.4,,
216,III,55,101.4,Fumaria sp.,1,0.4,,
216,III,55,101.4,Cruciferae sp.-seeds,2,0.8,,
216,III,55,101.4,Capparis sp.,4,2,,
216,III,55,101.4,Pistacia cf. lentiscus,115,45,,
216,III,55,101.4,Lens sp.,8,3,,
216,III,55,101.4,small Leguminosae,1,0.4,,
216,III,55,101.4,Prunus amygdalus,59,23,,
216,III,55,101.4,Pyrus amygdaliformis,14,5,,
216,III,55,101.4,Lithospermum arvense,23,9,,
216,III,55,101.4,Alkanna sp.,1,0.4,,
216,III,55,101.4,Liliaceae sp.,1,0.4,,
216,III,55,101.4,Avena sp.,26,10,,
217,III,62,28.7,Pistacia cf. lentiscus,69,58,,
217,III,62,28.7,Lens sp.,2,2,,
217,III,62,28.7,Prunus amygdalus,9,7,,
217,III,62,28.7,Pyrus amygdalifonnis,3,2,,
217,III,62,28.7,Lithospennum arvense,21,18,,
217,III,62,28.7,Avena sp.,15,13,,
218,III,176,121.6,Prunus amygdalus,165,100,,
219,III,247,274.9,Adonis sp.,2,0.2,,
219,III,247,274.9,Fumaria sp.,6,0.7,,
219,III,247,274.9,Cruciferae sp.-seeds,2,0.2,,
219,III,247,274.9,Capparis sp.,7,0.8,,
219,III,247,274.9,Malva parviflora,1,0.1,,
219,III,247,274.9,Pistacia cf. lentiscus,527,59,,
219,III,247,274.9,Vicia/Lathyrus sp. no. 1,3,0.3,,
219,III,247,274.9,Lens sp.,13,1,,
219,III,247,274.9,small Lathyrus sp.,1,0.1,,
219,III,247,274.9,small Leguminosae,2,0.2,,
219,III,247,274.9,medium Leguminosae,5,6,,
219,III,247,274.9,Prunus amygdalus,209,23,,
219,III,247,274.9,Pyrus amygdalifonnis,10,1,,
219,III,247,274.9,Lithospennum arvense,3,0.3,,
219,III,247,274.9,Alkanna sp.,3,0.3,,
219,III,247,274.9,Liliaceae sp. ·,6,0.7,,
219,III,247,274.9,cf. Colchicum/Polygonatum,3,0.3,,
219,III,247,274.9,Hordeum vulgare ssp. Spontaneum,2,0.2,,
220,III,19,13.6,Adonis sp.,1,1,,
220,III,19,13.6,Cruciferae sp.-seed,1,1,,
220,III,19,13.6,Pistacia cf. lentiscus,57,58,,
220,III,19,13.6,Lens sp.,4,4,,
220,III,19,13.6,Medicago sp.,1,1,,
220,III,19,13.6,small Leguminosae,1,1,,
220,III,19,13.6,Prunus amygdalus,8,8,,
220,III,19,13.6,Pyrus amygdalifonnis,2,2,,
220,III,19,13.6,Liliaceae sp.,1,1,,
220,III,19,13.6,cf. Colchicum/Polygonatum,1,1,,
220,III,19,13.6,Avena sp.,21,21,,
221,III,317,192.1,Adonis sp.,4,0.5,,
221,III,317,192.1,Fumaria sp.,7,0.9,,
221,III,317,192.1,Cruciferae sp.-seeds,3,0.4,,
221,III,317,192.1,Capparis sp.,15,2,,
221,III,317,192.1,Polygonum sp.,1,0.1,,
221,III,317,192.1,Malva parviflora,1,0.1,,
221,III,317,192.1,Erodium sp.,1,0.1,,
221,III,317,192.1,Pistacia cf. lentiscus,378,50,,
221,III,317,192.1,Lens sp.,19,2,,
221,III,317,192.1,small Lathyrus sp.,1,0.1,,
221,III,317,192.1,Pisum cf. elatius,1,0.1,,
221,III,317,192.1,medium Leguminosae,17,2,,
221,III,317,192.1,Prunus amygdalus,108,14,,
221,III,317,192.1,Pyrus amygdalifonnis,24,3,,
221,III,317,192.1,Liliaceae sp.,18,2,,
221,III,317,192.1,cf. Colchicum/Polygonatum,1,0.1,,
221,III,317,192.1,Phalaris sp.,2,0.3,,
221,III,317,192.1,Avena sp.,145,19,,
221,III,317,192.1,Hordeum vulgare ssp. Spontaneum,2,0.3,,
222,III,599,204.6,Adonis sp.,2,0.7,,
222,III,599,204.6,Fumaria sp.,5,2,,
222,III,599,204.6,Cruciferae sp.-seeds,7,5,,
222,III,599,204.6,Capparis sp.,15,5,,
222,III,599,204.6,Malva parviflora,1,0.3,,
222,III,599,204.6,Pistacia cf. lentiscus,69,23,,
222,III,599,204.6,Lens sp.,21,7,,
222,III,599,204.6,Medicago sp.,2,0.7,,
222,III,599,204.6,Prunus amygdalus,18,6,,
222,III,599,204.6,Pyrus amygdalifonnis,32,11,,
222,III,599,204.6,Liliaceae sp.,11,4,,
222,III,599,204.6,Avena sp.,110,37,,
222,III,599,204.6,Hordeum vulgare ssp. Spontaneum,,,1,
223,cleaning unit,,,NA,,,,
224,Ill,176,132.2,Adonis sp.,2,0.6,,
224,Ill,176,132.2,Fumaria sp.,1,0.3,,
224,Ill,176,132.2,Cruciferae sp.-seeds,4,1,,
224,Ill,176,132.2,Capparis sp.,8,2,,
224,Ill,176,132.2,Pistacia cf. lentiscus,147,44,,
224,Ill,176,132.2,Vicia/Lathyrus sp. no. 1,1,0.3,,
224,Ill,176,132.2,Lens sp.,4,1,,
224,Ill,176,132.2,medium Leguminosae,5,1,,
224,Ill,176,132.2,Prunus amygdalus,62,18,,
224,Ill,176,132.2,Pyrus amygdalifonnis,37,11,,
224,Ill,176,132.2,Lithospennum arvense,2,0.6,,
224,Ill,176,132.2,Liliaceae sp.,3,0.9,,
224,Ill,176,132.2,cf. Colchicum/Polygonatum,1,0.3,,
224,Ill,176,132.2,Avena sp.,59,18,,
224,Ill,176,132.2,Hordeum vulgare ssp. Spontaneum,,,8,
225,Ill,31,27.6,Cruciferae sp. -seed,1,2,,
225,Ill,31,27.6,Pistacia cf. lentiscus,21,34,,
225,Ill,31,27.6,Lens sp.,3,5,,
225,Ill,31,27.6,Medicago sp.,1,2,,
225,Ill,31,27.6,Prunus amygdalus,15,25,,
225,Ill,31,27.6,Pyrus amygdalifonnis,8,13,,
225,Ill,31,27.6,Liliaceae sp.,2,3,,
225,Ill,31,27.6,Avena sp.,10,16,,
226,Ill,220,182.9,Adonis sp.,1,0.2,,
226,Ill,220,182.9,Fumaria sp.,1,0.2,,
226,Ill,220,182.9,Cruciferae sp.-seed,1,0.2,,
226,Ill,220,182.9,Capparis sp.,6,1,,
226,Ill,220,182.9,Pistacia cf. lentiscus,275,53,,
226,Ill,220,182.9,Lens sp.,12,2,,
226,Ill,220,182.9,medium Leguminosae,1,0.2,,
226,Ill,220,182.9,Prunus amygdalus,80,15,,
226,Ill,220,182.9,Pyrus amygdalifonnis,52,10,,
226,Ill,220,182.9,Lithospermum arvense,1,0.2,,
226,Ill,220,182.9,Celtis cf. tournifortii,1,0.2,,
226,Ill,220,182.9,Liliaceae sp.,3,0.6,,
226,Ill,220,182.9,Avena sp.,82,16,,
226,Ill,220,182.9,Hordeum vulgare ssp. Spontaneum,,,2,
227,Ill,25,20.3,Pistacia cf. lentiscus,15,47,,
227,Ill,25,20.3,Prunus amygdalus,4,12,,
227,Ill,25,20.3,Pyrus amygdaliformis,9,28,,
227,Ill,25,20.3,Liliaceae sp.,1,3,,
227,Ill,25,20.3,Avena sp.,3,9,1,
228,Ill,54,50.6,Cruciferae sp.-seed,1,2,,
228,Ill,54,50.6,Pistacia cf. lentiscus,42,61,,
228,Ill,54,50.6,Lens sp.,2,3,,
228,Ill,54,50.6,Medicago sp.,1,1,,
228,Ill,54,50.6,Prunus amygdalus,16,23,,
228,Ill,54,50.6,Pyrus amygdalifonnis,4,6,,
228,Ill,54,50.6,Avena sp.,3,4,,
229,Ill,250,127.1,Cruciferae sp.- seed,1,0.5,,
229,Ill,250,127.1,Capparis sp.,5,3,,
229,Ill,250,127.1,Pistacia cf. lentiscus,88,48,,
229,Ill,250,127.1,Prunus amygdalus,55,30,,
229,Ill,250,127.1,Lithospermum arvense,1,0.5,,
229,Ill,250,127.1,Alkanna sp.,1,0.5,,
229,Ill,250,127.1,Celtis cf. tournifortii,1,0.5,,
229,Ill,250,127.1,Avena,33,18,,
230,Ill,529,491.3,Fumaria sp.,1,0.2,,
230,Ill,529,491.3,Cruciferae sp.-seeds,4,0.6,,
230,Ill,529,491.3,Capparis sp.,2,0.3,,
230,Ill,529,491.3,Pistacia cf. 1entiscus,355,56,,
230,Ill,529,491.3,Lens sp.,9,1,,
230,Ill,529,491.3,small Leguminosae,2,0.3,,
230,Ill,529,491.3,Prunus amygdalus,180,28,,
230,Ill,529,491.3,Pyrus amygdaliformis,41,6,,
230,Ill,529,491.3,Alkanna sp.,3,0.5,,
230,Ill,529,491.3,Liliaceae sp.,4,0.6,,
230,Ill,529,491.3,Avena sp.,33,5,,
230,Ill,529,491.3,Hordeum vulgare ssp. Spontaneum,2,0.3,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
