Row,Unit,Zone,Liters,Tot_Flot_g,species,complete,Frags.,species_group
417,200,III,164,47.4,Lens sp.,42,,Lens sp.
418,200,III,164,47.4,Leguminosae,3,,Leguminosae
419,200,III,164,47.4,Prunus amygdalus,29,,Prunus amygdalus
420,200,III,164,47.4,Pyrus amygdaliformis,4,,Pyrus amygdaliformis
421,200,III,164,47.4,Liliaceae sp.,7,,Liliaceae sp.
422,200,III,164,47.4,cf. Colchicum/Polygonatum,2,,cf. Colchicum/Polygonatum
423,200,III,164,47.4,Avena sp.,41,,Avena sp.
424,200,III,164,47.4,Hordeum vulgare ssp. Spontaneum,1,3,Hordeum vulgare
425,201,III,84,85.9,Cruciferae sp.,3,,Cruciferae sp.
426,201,III,84,85.9,Capparis sp.,5,,Capparis sp.
427,201,III,84,85.9,Pistacia cf. lentiscus,201,,Pistacia cf. lentiscus
428,201,III,84,85.9,Vicia/Lathyrus sp.,2,,Vicia/Lathyrus sp.
429,201,III,84,85.9,Lens sp.,71,,Lens sp.
430,201,III,84,85.9,Pisum/Vicia sp.,1,,Pisum/Vicia sp.
431,201,III,84,85.9,Prunus amygdalus,87,,Prunus amygdalus
432,201,III,84,85.9,Pyrus amygdaliformis,14,,Pyrus amygdaliformis
433,201,III,84,85.9,Liliaceae sp.,17,,Liliaceae sp.
434,201,III,84,85.9,cf. Colchicum/Polygonatum,17,,cf. Colchicum/Polygonatum
435,201,III,84,85.9,Avena sp.,74,,Avena sp.
436,201,III,84,85.9,Hordeum vulgare ssp. Spontaneum,,2,Hordeum vulgare
437,202,III,93,32.8,Cruciferae sp.,2,,Cruciferae sp.
438,202,III,93,32.8,Capparis sp.,4,,Capparis sp.
439,202,III,93,32.8,Pistacia cf. lentiscus,99,,Pistacia cf. lentiscus
440,202,III,93,32.8,Lens sp.,40,,Lens sp.
441,202,III,93,32.8,large Pisum sp.,1,,Pisum/Vicia sp.
442,202,III,93,32.8,Medicago sp.,2,,Medicago sp.
443,202,III,93,32.8,Leguminosae,2,,Leguminosae
444,202,III,93,32.8,Leguminosae,1,,Leguminosae
445,202,III,93,32.8,Prunus amygdalus,17,,Prunus amygdalus
446,202,III,93,32.8,Pyrus amygdaliformis,2,,Pyrus amygdaliformis
447,202,III,93,32.8,Alkanna sp.,1,,Alkanna sp.
448,202,III,93,32.8,Monocotyledonae,2,,Monocotyledonae
449,202,III,93,32.8,Liliaceae sp.,2,,Liliaceae sp.
450,202,III,93,32.8,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
451,202,III,93,32.8,Phalaris sp.,2,,Phalaris sp.
452,202,III,93,32.8,Avena sp.,48,,Avena sp.
453,202,III,93,32.8,Hordeum vulgare ssp. Spontaneum,1,2,Hordeum vulgare
454,203,III,52,28.3,Adonis sp.,1,,Adonis sp.
455,203,III,52,28.3,Fumaria sp.,1,,Fumaria sp.
456,203,III,52,28.3,Cruciferae sp.,2,,Cruciferae sp.
457,203,III,52,28.3,Pistacia cf. lentiscus,56,,Pistacia cf. lentiscus
458,203,III,52,28.3,Vicia/Lathyrus sp.,5,-1,Vicia/Lathyrus sp.
459,203,III,52,28.3,Lens sp.,25,,Lens sp.
460,203,III,52,28.3,small Lathyrus sp.,1,,
461,203,III,52,28.3,large Pisum sp.,1,,Pisum/Vicia sp.
462,203,III,52,28.3,Medicago sp.,1,,Medicago sp.
463,203,III,52,28.3,Prunus amygdalus,20,,Prunus amygdalus
464,203,III,52,28.3,Pyrus amygdaliformis,6,,Pyrus amygdaliformis
465,203,III,52,28.3,Alkanna sp.,1,,Alkanna sp.
466,203,III,52,28.3,Liliaceae sp.,2,,Liliaceae sp.
467,203,III,52,28.3,cf. Colchicum/Polygonatum,2,,cf. Colchicum/Polygonatum
468,203,III,52,28.3,Avena sp.,18,21,Avena sp.
469,204,III,36,17.8,Fumaria sp.,1,,Fumaria sp.
470,204,III,36,17.8,Pistacia cf. lentiscus,14,,Pistacia cf. lentiscus
471,204,III,36,17.8,Medicago sp.,2,,Medicago sp.
472,204,III,36,17.8,Leguminosae,1,,Leguminosae
473,204,III,36,17.8,Prunus amygdalus,13,,Prunus amygdalus
474,204,III,36,17.8,Pyrus amygdaliformis,,4,Pyrus amygdaliformis
475,204,III,36,17.8,Avena sp.,5,16,Avena sp.
476,205,III,85,26,Adonis sp.,1,,Adonis sp.
477,205,III,85,26,Cruciferae sp.,2,,Cruciferae sp.
478,205,III,85,26,Pistacia cf. lentiscus,31,,Pistacia cf. lentiscus
479,205,III,85,26,Lens sp.,11,,Lens sp.
480,205,III,85,26,Leguminosae,4,,Leguminosae
481,205,III,85,26,Prunus amygdalus,12,,Prunus amygdalus
482,205,III,85,26,Liliaceae sp.,3,,Liliaceae sp.
483,205,III,85,26,cf. Colchicum/Polygonatum,2,,cf. Colchicum/Polygonatum
484,205,III,85,26,Avena sp.,17,,Avena sp.
485,205,III,85,26,Hordeum vulgare ssp. Spontaneum,1,,Hordeum vulgare
486,206,III,21,23.8,Fumaria sp.,1,,Fumaria sp.
487,206,III,21,23.8,Capparis sp.,2,,Capparis sp.
488,206,III,21,23.8,Pistacia cf. lentiscus,41,,Pistacia cf. lentiscus
489,206,III,21,23.8,Lens sp.,9,,Lens sp.
490,206,III,21,23.8,Medicago sp.,1,,Medicago sp.
491,206,III,21,23.8,Leguminosae,4,,Leguminosae
492,206,III,21,23.8,Prunus amygdalus,39,,Prunus amygdalus
493,206,III,21,23.8,Pyrus amygdaliformis,1,,Pyrus amygdaliformis
494,206,III,21,23.8,Liliaceae sp.,4,,Liliaceae sp.
495,206,III,21,23.8,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
496,206,III,21,23.8,Avena sp.,23,2,Avena sp.
497,207,III,122,53.6,Fumaria sp.,2,,Fumaria sp.
498,207,III,122,53.6,Cruciferae sp.,5,,Cruciferae sp.
499,207,III,122,53.6,Capparis sp.,1,,Capparis sp.
500,207,III,122,53.6,Pistacia cf. lentiscus,284,,Pistacia cf. lentiscus
501,207,III,122,53.6,Lens sp.,72,,Lens sp.
502,207,III,122,53.6,Pisum cf. elatius,1,,Pisum/Vicia sp.
503,207,III,122,53.6,small Pisum sp.,2,,
504,207,III,122,53.6,large Pisum sp.,3,,Pisum/Vicia sp.
505,207,III,122,53.6,Medicago sp.,1,,Medicago sp.
506,207,III,122,53.6,Leguminosae,3,,Leguminosae
507,207,III,122,53.6,Leguminosae,8,,Leguminosae
508,207,III,122,53.6,Prunus amygdalus,67,,Prunus amygdalus
509,207,III,122,53.6,Pyrus amygdaliformis,9,,Pyrus amygdaliformis
510,207,III,122,53.6,Lithospermum arvense,2,,Lithospermum
511,207,III,122,53.6,Alkanna sp.,1,,Alkanna sp.
512,207,III,122,53.6,Liliaceae sp.,25,,Liliaceae sp.
513,207,III,122,53.6,cf. Colchicum/Polygonatum,8,,cf. Colchicum/Polygonatum
514,207,III,122,53.6,Phalaris sp.,3,,Phalaris sp.
515,207,III,122,53.6,Avena sp.,160,,Avena sp.
516,207,III,122,53.6,Hordeum vulgare ssp. Spontaneum,,3,Hordeum vulgare
517,208,III,69,82.6,Fumaria sp.,2,,Fumaria sp.
518,208,III,69,82.6,Capparis sp.,1,,Capparis sp.
519,208,III,69,82.6,Malva parviflora,1,,Malva parviflora
520,208,III,69,82.6,Pistacia cf. lentiscus,100,,Pistacia cf. lentiscus
521,208,III,69,82.6,Vicia/Lathyrus sp.,3,,Vicia/Lathyrus sp.
522,208,III,69,82.6,Lens sp.,75,,Lens sp.
523,208,III,69,82.6,small Lathyrus sp.,2,,
524,208,III,69,82.6,Pisum/Vicia sp.,3,,Pisum/Vicia sp.
525,208,III,69,82.6,Pisum cf. elatius,1,,Pisum/Vicia sp.
526,208,III,69,82.6,Leguminosae,3,,Leguminosae
527,208,III,69,82.6,Leguminosae,2,,Leguminosae
528,208,III,69,82.6,Prunus amygdalus,43,,Prunus amygdalus
529,208,III,69,82.6,Pyrus amygdaliformis,3,,Pyrus amygdaliformis
530,208,III,69,82.6,Lithospermum arvense,1,,Lithospermum
531,208,III,69,82.6,Liliaceae sp.,4,,Liliaceae sp.
532,208,III,69,82.6,cf. Colchicum/Polygonatum,2,,cf. Colchicum/Polygonatum
533,208,III,69,82.6,Avena sp.,131,,Avena sp.
534,208,III,69,82.6,Hordeum vulgare ssp. Spontaneum,,9,Hordeum vulgare
535,209,cleaning unit,,,NA,,,NA
536,210,III,18,30,Adonis sp.,1,,Adonis sp.
537,210,III,18,30,Pistacia cf. lentiscus,72,,Pistacia cf. lentiscus
538,210,III,18,30,Vicia/Lathyrus sp.,1,,Vicia/Lathyrus sp.
539,210,III,18,30,Lens sp.,18,,Lens sp.
540,210,III,18,30,small Lathyrus sp.,1,,
541,210,III,18,30,Pisum/Vicia sp.,2,,Pisum/Vicia sp.
542,210,III,18,30,Medicago sp.,2,,Medicago sp.
543,210,III,18,30,Leguminosae,8,,Leguminosae
544,210,III,18,30,Prunus amygdalus,28,,Prunus amygdalus
545,210,III,18,30,Pyrus amygdaliformis,1,,Pyrus amygdaliformis
546,210,III,18,30,Lithospermum arvense,6,,Lithospermum
547,210,III,18,30,Liliaceae sp.,7,,Liliaceae sp.
548,210,III,18,30,cf. Colchicum/Polygonatum,2,,cf. Colchicum/Polygonatum
549,210,III,18,30,Avena sp.,43,,Avena sp.
550,210,III,18,30,Hordeum vulgare ssp. Spontaneum,2,,Hordeum vulgare
551,211,III,564,381.3,Cruciferae sp.,2,,Cruciferae sp.
552,211,III,564,381.3,Pistacia cf. lentiscus,239,,Pistacia cf. lentiscus
553,211,III,564,381.3,Lens sp.,29,,Lens sp.
554,211,III,564,381.3,Leguminosae,2,,Leguminosae
555,211,III,564,381.3,Prunus amygdalus,253,,Prunus amygdalus
556,211,III,564,381.3,Pyrus amygdaliformis,14,,Pyrus amygdaliformis
557,211,III,564,381.3,Galium sp.,1,,Galium sp.
558,211,III,564,381.3,Liliaceae sp.,3,,Liliaceae sp.
559,211,III,564,381.3,Avena sp.,87,,Avena sp.
560,211,III,564,381.3,Hordeum vulgare ssp. Spontaneum,2,4,Hordeum vulgare
561,212,III,564,288.3,Adonis sp.,4,,Adonis sp.
562,212,III,564,288.3,Fumaria sp.,1,,Fumaria sp.
563,212,III,564,288.3,Cruciferae sp.,7,,Cruciferae sp.
564,212,III,564,288.3,Capparis sp.,11,,Capparis sp.
565,212,III,564,288.3,Pistacia cf. lentiscus,373,,Pistacia cf. lentiscus
566,212,III,564,288.3,Lens sp.,66,,Lens sp.
567,212,III,564,288.3,Leguminosae,3,,Leguminosae
568,212,III,564,288.3,Prunus amygdalus,77,,Prunus amygdalus
569,212,III,564,288.3,Pyrus amygdaliformis,33,,Pyrus amygdaliformis
570,212,III,564,288.3,Lithospermum arvense,2,,Lithospermum
571,212,III,564,288.3,Liliaceae,35,,Liliaceae sp.
572,212,III,564,288.3,cf. Colchicum/Polygonatum,6,,cf. Colchicum/Polygonatum
573,212,III,564,288.3,Avena sp.,163,,Avena sp.
574,212,III,564,288.3,Hordeum vulgare ssp. Spontaneum,1,12,Hordeum vulgare
575,213,III,46,27.5,Adonis sp.,1,,Adonis sp.
576,213,III,46,27.5,Fumaria sp.,3,,Fumaria sp.
577,213,III,46,27.5,Cruciferae sp.,2,,Cruciferae sp.
578,213,III,46,27.5,Capparis sp.,2,,Capparis sp.
579,213,III,46,27.5,Pistacia cf. lentiscus,71,,Pistacia cf. lentiscus
580,213,III,46,27.5,Lens sp.,4,,Lens sp.
581,213,III,46,27.5,Prunus amygdalus,17,,Prunus amygdalus
582,213,III,46,27.5,Pyrus amygdaliformis,17,,Pyrus amygdaliformis
583,213,III,46,27.5,Lithospermum arvense,1,,Lithospermum
584,213,III,46,27.5,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
585,213,III,46,27.5,Avena sp.,12,,Avena sp.
586,213,III,46,27.5,Hordeum vulgare ssp. Spontaneum,1,,Hordeum vulgare
587,214,III,11,12.2,Capparis sp.,2,,Capparis sp.
588,214,III,11,12.2,Pistacia cf. lentiscus,3,,Pistacia cf. lentiscus
589,214,III,11,12.2,Prunus amygdalus,6,,Prunus amygdalus
590,214,III,11,12.2,Pyrus amygdaliformis,1,,Pyrus amygdaliformis
591,214,III,11,12.2,Phalaris sp.,1,,Phalaris sp.
592,214,III,11,12.2,Avena sp.,,1,Avena sp.
593,215,III,146,152,Adonis sp.,2,,Adonis sp.
594,215,III,146,152,Cruciferae sp.,5,,Cruciferae sp.
595,215,III,146,152,Capparis sp.,8,,Capparis sp.
596,215,III,146,152,Pistacia cf. lentiscus,186,,Pistacia cf. lentiscus
597,215,III,146,152,Vicia/Lathyrus sp.,4,,Vicia/Lathyrus sp.
598,215,III,146,152,Lens sp.,27,,Lens sp.
599,215,III,146,152,Pisum/Vicia sp.,1,,Pisum/Vicia sp.
600,215,III,146,152,Leguminosae,3,,Leguminosae
601,215,III,146,152,Prunus amygdalus,48,,Prunus amygdalus
602,215,III,146,152,Pyrus amygdaliformis,27,,Pyrus amygdaliformis
603,215,III,146,152,Lithospermum arvense,5,,Lithospermum
604,215,III,146,152,Liliaceae sp.,1,,Liliaceae sp.
605,215,III,146,152,Avena sp.,91,,Avena sp.
606,215,III,146,152,Hordeum vulgare ssp. Spontaneum,3,,Hordeum vulgare
607,216,III,55,101.4,Adonis sp.,1,,Adonis sp.
608,216,III,55,101.4,Fumaria sp.,1,,Fumaria sp.
609,216,III,55,101.4,Cruciferae sp.,2,,Cruciferae sp.
610,216,III,55,101.4,Capparis sp.,4,,Capparis sp.
611,216,III,55,101.4,Pistacia cf. lentiscus,115,,Pistacia cf. lentiscus
612,216,III,55,101.4,Lens sp.,8,,Lens sp.
613,216,III,55,101.4,Leguminosae,1,,Leguminosae
614,216,III,55,101.4,Prunus amygdalus,59,,Prunus amygdalus
615,216,III,55,101.4,Pyrus amygdaliformis,14,,Pyrus amygdaliformis
616,216,III,55,101.4,Lithospermum arvense,23,,Lithospermum
617,216,III,55,101.4,Alkanna sp.,1,,Alkanna sp.
618,216,III,55,101.4,Liliaceae sp.,1,,Liliaceae sp.
619,216,III,55,101.4,Avena sp.,26,,Avena sp.
620,217,III,62,28.7,Pistacia cf. lentiscus,69,,Pistacia cf. lentiscus
621,217,III,62,28.7,Lens sp.,2,,Lens sp.
622,217,III,62,28.7,Prunus amygdalus,9,,Prunus amygdalus
623,217,III,62,28.7,Pyrus amygdaliformis,3,,Pyrus amygdaliformis
624,217,III,62,28.7,Lithospermum arvense,21,,Lithospermum
625,217,III,62,28.7,Avena sp.,15,,Avena sp.
626,218,III,176,121.6,Prunus amygdalus,165,,Prunus amygdalus
627,219,III,247,274.9,Adonis sp.,2,,Adonis sp.
628,219,III,247,274.9,Fumaria sp.,6,,Fumaria sp.
629,219,III,247,274.9,Cruciferae sp.,2,,Cruciferae sp.
630,219,III,247,274.9,Capparis sp.,7,,Capparis sp.
631,219,III,247,274.9,Malva parviflora,1,,Malva parviflora
632,219,III,247,274.9,Pistacia cf. lentiscus,527,,Pistacia cf. lentiscus
633,219,III,247,274.9,Vicia/Lathyrus sp.,3,,Vicia/Lathyrus sp.
634,219,III,247,274.9,Lens sp.,13,,Lens sp.
635,219,III,247,274.9,small Lathyrus sp.,1,,
636,219,III,247,274.9,Leguminosae,2,,Leguminosae
637,219,III,247,274.9,Leguminosae,5,,Leguminosae
638,219,III,247,274.9,Prunus amygdalus,209,,Prunus amygdalus
639,219,III,247,274.9,Pyrus amygdaliformis,10,,Pyrus amygdaliformis
640,219,III,247,274.9,Lithospermum arvense,3,,Lithospermum
641,219,III,247,274.9,Alkanna sp.,3,,Alkanna sp.
642,219,III,247,274.9,Liliaceae sp.,6,,Liliaceae sp.
643,219,III,247,274.9,cf. Colchicum/Polygonatum,3,,cf. Colchicum/Polygonatum
644,219,III,247,274.9,Hordeum vulgare ssp. Spontaneum,2,,Hordeum vulgare
645,220,III,19,13.6,Adonis sp.,1,,Adonis sp.
646,220,III,19,13.6,Cruciferae sp.,1,,Cruciferae sp.
647,220,III,19,13.6,Pistacia cf. lentiscus,57,,Pistacia cf. lentiscus
648,220,III,19,13.6,Lens sp.,4,,Lens sp.
649,220,III,19,13.6,Medicago sp.,1,,Medicago sp.
650,220,III,19,13.6,Leguminosae,1,,Leguminosae
651,220,III,19,13.6,Prunus amygdalus,8,,Prunus amygdalus
652,220,III,19,13.6,Pyrus amygdaliformis,2,,Pyrus amygdaliformis
653,220,III,19,13.6,Liliaceae sp.,1,,Liliaceae sp.
654,220,III,19,13.6,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
655,220,III,19,13.6,Avena sp.,21,,Avena sp.
656,221,III,317,192.1,Adonis sp.,4,,Adonis sp.
657,221,III,317,192.1,Fumaria sp.,7,,Fumaria sp.
658,221,III,317,192.1,Cruciferae sp.,3,,Cruciferae sp.
659,221,III,317,192.1,Capparis sp.,15,,Capparis sp.
660,221,III,317,192.1,Polygonum sp.,1,,Polygonum sp.
661,221,III,317,192.1,Malva parviflora,1,,Malva parviflora
662,221,III,317,192.1,Erodium sp.,1,,Erodium sp.
663,221,III,317,192.1,Pistacia cf. lentiscus,378,,Pistacia cf. lentiscus
664,221,III,317,192.1,Lens sp.,19,,Lens sp.
665,221,III,317,192.1,small Lathyrus sp.,1,,
666,221,III,317,192.1,Pisum cf. elatius,1,,Pisum/Vicia sp.
667,221,III,317,192.1,Leguminosae,17,,Leguminosae
668,221,III,317,192.1,Prunus amygdalus,108,,Prunus amygdalus
669,221,III,317,192.1,Pyrus amygdaliformis,24,,Pyrus amygdaliformis
670,221,III,317,192.1,Liliaceae sp.,18,,Liliaceae sp.
671,221,III,317,192.1,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
672,221,III,317,192.1,Phalaris sp.,2,,Phalaris sp.
673,221,III,317,192.1,Avena sp.,145,,Avena sp.
674,221,III,317,192.1,Hordeum vulgare ssp. Spontaneum,2,,Hordeum vulgare
675,222,III,599,204.6,Adonis sp.,2,,Adonis sp.
676,222,III,599,204.6,Fumaria sp.,5,,Fumaria sp.
677,222,III,599,204.6,Cruciferae sp.,7,,Cruciferae sp.
678,222,III,599,204.6,Capparis sp.,15,,Capparis sp.
679,222,III,599,204.6,Malva parviflora,1,,Malva parviflora
680,222,III,599,204.6,Pistacia cf. lentiscus,69,,Pistacia cf. lentiscus
681,222,III,599,204.6,Lens sp.,21,,Lens sp.
682,222,III,599,204.6,Medicago sp.,2,,Medicago sp.
683,222,III,599,204.6,Prunus amygdalus,18,,Prunus amygdalus
684,222,III,599,204.6,Pyrus amygdaliformis,32,,Pyrus amygdaliformis
685,222,III,599,204.6,Liliaceae sp.,11,,Liliaceae sp.
686,222,III,599,204.6,Avena sp.,110,,Avena sp.
687,222,III,599,204.6,Hordeum vulgare ssp. Spontaneum,,1,Hordeum vulgare
688,223,cleaning unit,,,NA,,,NA
689,224,III,176,132.2,Adonis sp.,2,,Adonis sp.
690,224,III,176,132.2,Fumaria sp.,1,,Fumaria sp.
691,224,III,176,132.2,Cruciferae sp.,4,,Cruciferae sp.
692,224,III,176,132.2,Capparis sp.,8,,Capparis sp.
693,224,III,176,132.2,Pistacia cf. lentiscus,147,,Pistacia cf. lentiscus
694,224,III,176,132.2,Vicia/Lathyrus sp.,1,,Vicia/Lathyrus sp.
695,224,III,176,132.2,Lens sp.,4,,Lens sp.
696,224,III,176,132.2,Leguminosae,5,,Leguminosae
697,224,III,176,132.2,Prunus amygdalus,62,,Prunus amygdalus
698,224,III,176,132.2,Pyrus amygdaliformis,37,,Pyrus amygdaliformis
699,224,III,176,132.2,Lithospermum arvense,2,,Lithospermum
700,224,III,176,132.2,Liliaceae sp.,3,,Liliaceae sp.
701,224,III,176,132.2,cf. Colchicum/Polygonatum,1,,cf. Colchicum/Polygonatum
702,224,III,176,132.2,Avena sp.,59,,Avena sp.
703,224,III,176,132.2,Hordeum vulgare ssp. Spontaneum,,8,Hordeum vulgare
704,225,III,31,27.6,Cruciferae sp.,1,,Cruciferae sp.
705,225,III,31,27.6,Pistacia cf. lentiscus,21,,Pistacia cf. lentiscus
706,225,III,31,27.6,Lens sp.,3,,Lens sp.
707,225,III,31,27.6,Medicago sp.,1,,Medicago sp.
708,225,III,31,27.6,Prunus amygdalus,15,,Prunus amygdalus
709,225,III,31,27.6,Pyrus amygdaliformis,8,,Pyrus amygdaliformis
710,225,III,31,27.6,Liliaceae sp.,2,,Liliaceae sp.
711,225,III,31,27.6,Avena sp.,10,,Avena sp.
712,226,III,220,182.9,Adonis sp.,1,,Adonis sp.
713,226,III,220,182.9,Fumaria sp.,1,,Fumaria sp.
714,226,III,220,182.9,Cruciferae sp.,1,,Cruciferae sp.
715,226,III,220,182.9,Capparis sp.,6,,Capparis sp.
716,226,III,220,182.9,Pistacia cf. lentiscus,275,,Pistacia cf. lentiscus
717,226,III,220,182.9,Lens sp.,12,,Lens sp.
718,226,III,220,182.9,Leguminosae,1,,Leguminosae
719,226,III,220,182.9,Prunus amygdalus,80,,Prunus amygdalus
720,226,III,220,182.9,Pyrus amygdaliformis,52,,Pyrus amygdaliformis
721,226,III,220,182.9,Lithospermum arvense,1,,Lithospermum
722,226,III,220,182.9,Celtis cf. tournifortii,1,,Celtis cf. tournifortii
723,226,III,220,182.9,Liliaceae sp.,3,,Liliaceae sp.
724,226,III,220,182.9,Avena sp.,82,,Avena sp.
725,226,III,220,182.9,Hordeum vulgare ssp. Spontaneum,,2,Hordeum vulgare
726,227,III,25,20.3,Pistacia cf. lentiscus,15,,Pistacia cf. lentiscus
727,227,III,25,20.3,Prunus amygdalus,4,,Prunus amygdalus
728,227,III,25,20.3,Pyrus amygdaliformis,9,,Pyrus amygdaliformis
729,227,III,25,20.3,Liliaceae sp.,1,,Liliaceae sp.
730,227,III,25,20.3,Avena sp.,3,1,Avena sp.
731,228,III,54,50.6,Cruciferae sp.,1,,Cruciferae sp.
732,228,III,54,50.6,Pistacia cf. lentiscus,42,,Pistacia cf. lentiscus
733,228,III,54,50.6,Lens sp.,2,,Lens sp.
734,228,III,54,50.6,Medicago sp.,1,,Medicago sp.
735,228,III,54,50.6,Prunus amygdalus,16,,Prunus amygdalus
736,228,III,54,50.6,Pyrus amygdaliformis,4,,Pyrus amygdaliformis
737,228,III,54,50.6,Avena sp.,3,,Avena sp.
738,229,III,250,127.1,Cruciferae sp.,1,,Cruciferae sp.
739,229,III,250,127.1,Capparis sp.,5,,Capparis sp.
740,229,III,250,127.1,Pistacia cf. lentiscus,88,,Pistacia cf. lentiscus
741,229,III,250,127.1,Prunus amygdalus,55,,Prunus amygdalus
742,229,III,250,127.1,Lithospermum arvense,1,,Lithospermum
743,229,III,250,127.1,Alkanna sp.,1,,Alkanna sp.
744,229,III,250,127.1,Celtis cf. tournifortii,1,,Celtis cf. tournifortii
745,229,III,250,127.1,Avena sp.,33,,Avena sp.
746,230,III,529,491.3,Fumaria sp.,1,,Fumaria sp.
747,230,III,529,491.3,Cruciferae sp.,4,,Cruciferae sp.
748,230,III,529,491.3,Capparis sp.,2,,Capparis sp.
749,230,III,529,491.3,Pistacia cf. lentiscus,355,,Pistacia cf. lentiscus
750,230,III,529,491.3,Lens sp.,9,,Lens sp.
751,230,III,529,491.3,Leguminosae,2,,Leguminosae
752,230,III,529,491.3,Prunus amygdalus,180,,Prunus amygdalus
753,230,III,529,491.3,Pyrus amygdaliformis,41,,Pyrus amygdaliformis
754,230,III,529,491.3,Alkanna sp.,3,,Alkanna sp.
755,230,III,529,491.3,Liliaceae sp.,4,,Liliaceae sp.
756,230,III,529,491.3,Avena sp.,33,,Avena sp.
757,230,III,529,491.3,Hordeum vulgare ssp. Spontaneum,2,,Hordeum vulgare
