Row,Unit,Zone,Liters,Tot_Flot_g,Sort_Flot_pc,species,complete,Frags.,species_group
863,177,III,346,602.4,62,Pyrus amygdaliformis,49,0,Pyrus amygdaliformis
864,177,III,346,602.4,62,Alkanna sp.,1,0,Alkanna sp.
865,177,III,346,602.4,62,Liliaceae sp.,2,0,Liliaceae sp.
866,177,III,346,602.4,62,cf. Colchicum/Polygonatum,2,0,cf. Colchicum/Polygonatum
867,177,III,346,602.4,62,Polygonatum,0,0,Polygonatum
868,177,III,346,602.4,62,Phalaris sp.,4,0,Phalaris sp.
869,177,III,346,602.4,62,Avena sp.,78,0,Avena sp.
870,177,III,346,602.4,62,Hordeum vulgare ssp.,2,2,Hordeum vulgare
871,178,III,14,103.4,100,Adonis sp.,4,0,Adonis sp.
872,178,III,14,103.4,100,Pistacia cf. lentiscus,316,0,Pistacia cf. lentiscus
873,178,III,14,103.4,100,Vicla!Lathyrus sp. oo. 1,7,0,Vicia
874,178,III,14,103.4,100,Lens sp.,105,0,Lens sp.
875,178,III,14,103.4,100,Lathyrus sp.,1,0,Lathyrus sp.
876,178,III,14,103.4,100,Medicago sp.,2,0,Medicago sp.
877,178,III,14,103.4,100,Leguminosae,13,0,Leguminosae
878,178,III,14,103.4,100,Leguminosae,10,0,Leguminosae
879,178,III,14,103.4,100,Prunus amygdalus,137,0,Prunus amygdalus
880,178,III,14,103.4,100,Pyrus amygdaliformis,120,0,Pyrus amygdaliformis
881,178,III,14,103.4,100,Lithospermum arvense,2,0,Lithospermum
882,178,III,14,103.4,100,Alkanna sp.,1,0,Alkanna sp.
883,178,III,14,103.4,100,Liliaceae sp.,33,0,Liliaceae sp.
884,178,III,14,103.4,100,cf. Colchicum/Polygonatum,7,0,cf. Colchicum/Polygonatum
885,178,III,14,103.4,100,Phalaris sp.,6,0,Phalaris sp.
886,178,III,14,103.4,100,Avena sp.,207,0,Avena sp.
887,178,III,14,103.4,100,Hordeum vulgare ssp.,13,0,Hordeum vulgare
888,178,III,14,103.4,100,Gramineae indet.,0,15,Gramineae indet.
889,179,III,277,492.3,100,Adonis sp.,1,0,Adonis sp.
890,179,III,277,492.3,100,Cruciferae sp.,3,0,Cruciferae sp.
891,179,III,277,492.3,100,Capparis sp.,10,0,Capparis sp.
892,179,III,277,492.3,100,Malva parviflora,1,0,Malva parviflora
893,179,III,277,492.3,100,Erodium sp.,5,0,Erodium sp.
894,179,III,277,492.3,100,Pistacia cf. lentiscus,167,0,Pistacia cf. lentiscus
895,179,III,277,492.3,100,Lathyrus sp.,10,0,Lathyrus sp.
896,179,III,277,492.3,100,Lens sp.,65,0,Lens sp.
897,179,III,277,492.3,100,Lathyrus sp.,1,0,Lathyrus sp.
898,179,III,277,492.3,100,Lathyrus sp.,3,0,Lathyrus sp.
899,179,III,277,492.3,100,Leguminosae,40,0,Leguminosae
900,179,III,277,492.3,100,Leguminosae,3,0,Leguminosae
901,179,III,277,492.3,100,Prunus amygdalus,150,0,Prunus amygdalus
902,179,III,277,492.3,100,Pyrus amygdaliformis,54,0,Pyrus amygdaliformis
903,179,III,277,492.3,100,Lithospermum arvense,3,0,Lithospermum
904,179,III,277,492.3,100,Liliaceae sp.,6,0,Liliaceae sp.
905,179,III,277,492.3,100,cf. Colchicum/Polygonatum,7,0,cf. Colchicum/Polygonatum
906,179,III,277,492.3,100,Phalaris sp.,1,0,Phalaris sp.
907,179,III,277,492.3,100,Avena sp.,120,0,Avena sp.
908,179,III,277,492.3,100,Hordeum vulgare ssp.,1,5,Hordeum vulgare
909,179,III,277,492.3,100,Gramineae indet.,0,9,Gramineae indet.
910,180,III,214,352.1,80,Adonis sp.,1,0,Adonis sp.
911,180,III,214,352.1,80,Fumaria sp.,1,0,Fumaria sp.
912,180,III,214,352.1,80,Cruciferae sp.,1,0,Cruciferae sp.
913,180,III,214,352.1,80,Capparis sp.,4,0,Capparis sp.
914,180,III,214,352.1,80,Pistacia cf. lentiscus,222,0,Pistacia cf. lentiscus
915,180,III,214,352.1,80,Lens sp.,16,0,Lens sp.
916,180,III,214,352.1,80,Medicago sp.,1,0,Medicago sp.
917,180,III,214,352.1,80,Leguminosae,26,0,Leguminosae
918,180,III,214,352.1,80,Leguminosae,1,0,Leguminosae
919,180,III,214,352.1,80,Prunus amygdalus,101,0,Prunus amygdalus
920,180,III,214,352.1,80,Pyrus amygdaliformis,32,0,Pyrus amygdaliformis
921,180,III,214,352.1,80,Lithospermum arvense,2,0,Lithospermum
922,180,III,214,352.1,80,cf. Colchicum/Polygonatum,13,0,cf. Colchicum/Polygonatum
923,180,III,214,352.1,80,Avena sp.,68,0,Avena sp.
924,180,III,214,352.1,80,Hordeum vulgare ssp.,0,5,Hordeum vulgare
925,181,III,151,59,100,Cruciferae sp.,1,0,Cruciferae sp.
926,181,III,151,59,100,Capparis sp.,1,0,Capparis sp.
927,181,III,151,59,100,Malva parviflora,1,0,Malva parviflora
928,181,III,151,59,100,Pistacia cf. lentiscus,140,0,Pistacia cf. lentiscus
929,181,III,151,59,100,Lens sp.,2,0,Lens sp.
930,181,III,151,59,100,Leguminosae,7,0,Leguminosae
931,181,III,151,59,100,Prunus amygdalus,27,0,Prunus amygdalus
932,181,III,151,59,100,Pyrus amygdaliformis,12,0,Pyrus amygdaliformis
933,181,III,151,59,100,cf. Colchicum/Polygonatum,1,0,cf. Colchicum/Polygonatum
934,181,III,151,59,100,Avena sp.,18,0,Avena sp.
935,182,III,381,252.3,79,Adonis sp.,1,0,Adonis sp.
936,182,III,381,252.3,79,Capparis sp.,3,0,Capparis sp.
937,182,III,381,252.3,79,Malva parviflora,1,0,Malva parviflora
938,182,III,381,252.3,79,Pistacia cf. lentiscus,144,0,Pistacia cf. lentiscus
939,182,III,381,252.3,79,Lens sp.,11,0,Lens sp.
940,182,III,381,252.3,79,Leguminosae,6,0,Leguminosae
941,182,III,381,252.3,79,Prunus amygdalus,86,0,Prunus amygdalus
942,182,III,381,252.3,79,Pyrus amygdaliformis,24,0,Pyrus amygdaliformis
943,182,III,381,252.3,79,cf. Colchicum/Polygonatum,2,0,cf. Colchicum/Polygonatum
944,182,III,381,252.3,79,Avena sp.,33,0,Avena sp.
945,182,III,381,252.3,79,Hordeum vulgare ssp.,7,0,Hordeum vulgare
946,183,III,143,79.4,100,Adonis sp.,2,0,Adonis sp.
947,183,III,143,79.4,100,Fumaria sp.,3,0,Fumaria sp.
948,183,III,143,79.4,100,Cruciferae sp.,2,0,Cruciferae sp.
949,183,III,143,79.4,100,Capparis sp.,1,0,Capparis sp.
950,183,III,143,79.4,100,Malva parviflora,1,0,Malva parviflora
951,183,III,143,79.4,100,Pistacia cf. lentiscus,51,0,Pistacia cf. lentiscus
952,183,III,143,79.4,100,Lens sp.,5,0,Lens sp.
953,183,III,143,79.4,100,large Pisum sp.,2,0,large Pisum sp.
954,183,III,143,79.4,100,Prunus amygdalus,50,0,Prunus amygdalus
955,183,III,143,79.4,100,Pyrus amygdaliformis,21,0,Pyrus amygdaliformis
956,183,III,143,79.4,100,Lithospermum arvense,1,0,Lithospermum
957,183,III,143,79.4,100,Liliaceae sp.,3,0,Liliaceae sp.
958,183,III,143,79.4,100,cf. Colchicum/Polygonatum,2,0,cf. Colchicum/Polygonatum
959,183,III,143,79.4,100,Avena sp.,34,0,Avena sp.
960,183,III,143,79.4,100,Hordeum vulgare ssp.,3,0,Hordeum vulgare
961,184,III,450,433.2,75,Adonis sp.,3,0,Adonis sp.
962,184,III,450,433.2,75,Fumaria sp.,1,0,Fumaria sp.
963,184,III,450,433.2,75,Cruciferae sp.,2,0,Cruciferae sp.
964,184,III,450,433.2,75,Capparis sp.,11,0,Capparis sp.
965,184,III,450,433.2,75,Malva parviflora,1,0,Malva parviflora
966,184,III,450,433.2,75,Pistacia cf. lentiscus,320,0,Pistacia cf. lentiscus
967,184,III,450,433.2,75,Vteia/Lathyrus sp. no. I,3,0,Vicia
968,184,III,450,433.2,75,Lens sp.,13,0,Lens sp.
969,184,III,450,433.2,75,Pisum/Vicia sp.,1,0,Pisum/Vicia sp.
970,184,III,450,433.2,75,Leguminosae,7,0,Leguminosae
971,184,III,450,433.2,75,Leguminosae,9,0,Leguminosae
972,184,III,450,433.2,75,Leguminosae,3,0,Leguminosae
973,184,III,450,433.2,75,Prunus amygdalus,130,0,Prunus amygdalus
974,184,III,450,433.2,75,Lithospermum arvense,2,0,Lithospermum
975,184,III,450,433.2,75,Liliaceae sp.,4,0,Liliaceae sp.
976,184,III,450,433.2,75,Phalaris sp.,2,0,Phalaris sp.
977,184,III,450,433.2,75,Avena sp.,92,0,Avena sp.
978,184,III,450,433.2,75,Hordeum vulgare ssp.,6,0,Hordeum vulgare
979,185,III,346,269.1,74,Fumaria sp.,2,0,Fumaria sp.
980,185,III,346,269.1,74,Cruciferae sp.,4,0,Cruciferae sp.
981,185,III,346,269.1,74,Capparis sp.,13,0,Capparis sp.
982,185,III,346,269.1,74,Pistacia cf. lentiscus,135,0,Pistacia cf. lentiscus
983,185,III,346,269.1,74,Lens sp.,6,0,Lens sp.
984,185,III,346,269.1,74,Leguminosae,4,0,Leguminosae
985,185,III,346,269.1,74,Prunus amygdalus,37,0,Prunus amygdalus
986,185,III,346,269.1,74,Pyrus amygdaliformis,24,0,Pyrus amygdaliformis
987,185,III,346,269.1,74,Calendula sp.,1,0,Calendula sp.
988,185,III,346,269.1,74,Lithospermum arvense,7,0,Lithospermum
989,185,III,346,269.1,74,Uthospennum dlicinale,1,0,Uthospennum dlicinale
990,185,III,346,269.1,74,Liliaceae sp.,6,0,Liliaceae sp.
991,185,III,346,269.1,74,Avena sp.,64,0,Avena sp.
992,185,III,346,269.1,74,Hordeum vulgare ssp.,3,0,Hordeum vulgare
993,186,III,277,212.6,73,Cruciferae sp.,3,0,Cruciferae sp.
994,186,III,277,212.6,73,Capparis sp.,5,0,Capparis sp.
995,186,III,277,212.6,73,Malva parviflora,1,0,Malva parviflora
996,186,III,277,212.6,73,Pistacia cf. lentiscus,224,0,Pistacia cf. lentiscus
997,186,III,277,212.6,73,Lens sp.,2,0,Lens sp.
998,186,III,277,212.6,73,Lathyrus sp.,1,0,Lathyrus sp.
999,186,III,277,212.6,73,Leguminosae,2,0,Leguminosae
1000,186,III,277,212.6,73,Leguminosae,1,0,Leguminosae
1001,186,III,277,212.6,73,Prunus amygdalus,72,0,Prunus amygdalus
1002,186,III,277,212.6,73,Phalaris sp.,1,0,Phalaris sp.
1003,186,III,277,212.6,73,Avena sp.,13,0,Avena sp.
1004,186,III,277,212.6,73,Hordeum vulgare ssp.,0,1,Hordeum vulgare
1005,186,III,277,212.6,73,seed indet.,0,14,seed indet.
1006,187,III,277,250.3,78,Adonis sp.,1,0,Adonis sp.
1007,187,III,277,250.3,78,Cruciferae sp.,7,0,Cruciferae sp.
1008,187,III,277,250.3,78,Capparis sp.,1,0,Capparis sp.
1009,187,III,277,250.3,78,Pistacia cf. lentiscus,122,0,Pistacia cf. lentiscus
1010,187,III,277,250.3,78,Lens sp.,7,0,Lens sp.
1011,187,III,277,250.3,78,Leguminosae,3,0,Leguminosae
1012,187,III,277,250.3,78,Leguminosae,6,0,Leguminosae
1013,187,III,277,250.3,78,Prunus amygdalus,99,0,Prunus amygdalus
1014,187,III,277,250.3,78,Pyrus amygdaliformis,23,0,Pyrus amygdaliformis
1015,187,III,277,250.3,78,Lithospermum arvense,2,0,Lithospermum
1016,187,III,277,250.3,78,Liliaceae sp.,2,0,Liliaceae sp.
1017,187,III,277,250.3,78,Avena sp.,36,0,Avena sp.
1018,187,III,277,250.3,78,Hordeum vulgare ssp.,1,0,Hordeum vulgare
1019,188,III,277,372.5,81,Adonis sp.,2,0,Adonis sp.
1020,188,III,277,372.5,81,Pistacia cf. lentiscus,227,0,Pistacia cf. lentiscus
1021,188,III,277,372.5,81,Lens sp.,6,0,Lens sp.
1022,188,III,277,372.5,81,Leguminosae,0,6,Leguminosae
1023,188,III,277,372.5,81,Prunus amygdalus,1,0,Prunus amygdalus
1024,188,III,277,372.5,81,Pyrus amygdaliformis,37,0,Pyrus amygdaliformis
1025,188,III,277,372.5,81,cf. Colchicum/Polygonatum,1,0,cf. Colchicum/Polygonatum
1026,188,III,277,372.5,81,Avena sp.,4,0,Avena sp.
1027,188,III,277,372.5,81,Hordeum vulgare ssp.,3,0,Hordeum vulgare
1028,188,III,277,372.5,81,culm node indet.,1,0,culm node
1029,189,III,346,210,100,Adonis sp.,1,0,Adonis sp.
1030,189,III,346,210,100,Fumaria sp.,1,0,Fumaria sp.
1031,189,III,346,210,100,Cruciferae sp.,1,0,Cruciferae sp.
1032,189,III,346,210,100,Capparis sp.,1,0,Capparis sp.
1033,189,III,346,210,100,Polygonum sp.,2,0,Polygonatum
1034,189,III,346,210,100,Pistacia cf. lentiscus,359,0,Pistacia cf. lentiscus
1035,189,III,346,210,100,Lens sp.,10,0,Lens sp.
1036,189,III,346,210,100,Pisum/Vicia sp.,1,0,Pisum/Vicia sp.
1037,189,III,346,210,100,Leguminosae,8,0,Leguminosae
1038,189,III,346,210,100,Leguminosae,5,0,Leguminosae
1039,189,III,346,210,100,Prunus amygdalus,80,0,Prunus amygdalus
1040,189,III,346,210,100,Pyrus amygdaliformis,16,2,Pyrus amygdaliformis
1041,189,III,346,210,100,Lithospermum arvense,3,0,Lithospermum
1042,189,III,346,210,100,Celtis cf. tournifortii,1,0,Celtis cf. tournifortii
1043,189,III,346,210,100,Phalaris sp.,1,0,Phalaris sp.
1044,189,III,346,210,100,Avena sp.,61,0,Avena sp.
1045,189,III,346,210,100,Hordeum vulgare ssp.,2,0,Hordeum vulgare
1046,190,III,312,267.9,89,Cruciferae sp.,6,0,Cruciferae sp.
1047,190,III,312,267.9,89,Capparis sp.,1,0,Capparis sp.
1048,190,III,312,267.9,89,Pistacia cf. lentiscus,343,0,Pistacia cf. lentiscus
1049,190,III,312,267.9,89,Lens sp.,3,0,Lens sp.
1050,190,III,312,267.9,89,Medicago sp.,1,0,Medicago sp.
1051,190,III,312,267.9,89,Leguminosae,3,0,Leguminosae
1052,190,III,312,267.9,89,Leguminosae,2,0,Leguminosae
1053,190,III,312,267.9,89,Prunus amygdalus,83,0,Prunus amygdalus
1054,190,III,312,267.9,89,Pyrus amygdaliformis,11,0,Pyrus amygdaliformis
1055,190,III,312,267.9,89,Avena sp.,29,0,Avena sp.
1056,190,III,312,267.9,89,Hordeum vulgare ssp.,0,3,Hordeum vulgare
1057,191,III,381,449.5,87,Cruciferae sp.,6,0,Cruciferae sp.
1058,191,III,381,449.5,87,Capparis sp.,1,0,Capparis sp.
1059,191,III,381,449.5,87,Pistacia cf. lentiscus,906,0,Pistacia cf. lentiscus
1060,191,III,381,449.5,87,Lens sp.,2,0,Lens sp.
1061,191,III,381,449.5,87,Medicago sp.,2,0,Medicago sp.
1062,191,III,381,449.5,87,Leguminosae,5,0,Leguminosae
1063,191,III,381,449.5,87,Leguminosae,1,0,Leguminosae
1064,191,III,381,449.5,87,Prunus amygdalus,133,0,Prunus amygdalus
1065,191,III,381,449.5,87,Pyrus amygdaliformis,7,0,Pyrus amygdaliformis
1066,191,III,381,449.5,87,Avena sp.,114,0,Avena sp.
1067,191,III,381,449.5,87,Hordeum vulgare ssp.,2,11,Hordeum vulgare
1068,192,III,346,409.5,86,Adonis sp.,1,0,Adonis sp.
1069,192,III,346,409.5,86,Fumaria sp.,2,0,Fumaria sp.
1070,192,III,346,409.5,86,Cruciferae sp.,11,0,Cruciferae sp.
1071,192,III,346,409.5,86,Capparis sp.,2,0,Capparis sp.
1072,192,III,346,409.5,86,Polygonum sp.,3,0,Polygonatum
1073,192,III,346,409.5,86,Malva parviflora,1,0,Malva parviflora
1074,192,III,346,409.5,86,Vitis vinifera ssp. sylvestris,1,0,Vitis vinifera ssp. sylvestris
1075,192,III,346,409.5,86,Pistacia cf. lentiscus,808,0,Pistacia cf. lentiscus
1076,192,III,346,409.5,86,Lens sp.,18,0,Lens sp.
1077,192,III,346,409.5,86,Medicago sp.,1,0,Medicago sp.
1078,192,III,346,409.5,86,Leguminosae,1,0,Leguminosae
1079,192,III,346,409.5,86,Prunus amygdalus,170,0,Prunus amygdalus
1080,192,III,346,409.5,86,Pyrus amygdaliformis,10,0,Pyrus amygdaliformis
1081,192,III,346,409.5,86,Alkanna sp.,3,0,Alkanna sp.
1082,192,III,346,409.5,86,Liliaceae sp.,3,0,Liliaceae sp.
1083,192,III,346,409.5,86,cf. Colchicum/Polygonatum,1,0,cf. Colchicum/Polygonatum
1084,192,III,346,409.5,86,Phalaris sp.,1,0,Phalaris sp.
1085,192,III,346,409.5,86,Avena sp.,349,0,Avena sp.
1086,192,III,346,409.5,86,Hordeum vulgare ssp.,1,19,Hordeum vulgare
1087,193,III,30,28.2,100,Pistacia cf. lentiscus,222,0,Pistacia cf. lentiscus
1088,193,III,30,28.2,100,Prunus amygdalus,20,0,Prunus amygdalus
1089,193,III,30,28.2,100,Pyrus amygdaliformis,2,0,Pyrus amygdaliformis
1090,193,III,30,28.2,100,Alkanna sp.,1,0,Alkanna sp.
1091,193,III,30,28.2,100,Monocotyledonae capsule,1,0,Monocotyledonae capsule
1092,193,III,30,28.2,100,Avena sp.,11,0,Avena sp.
1093,193,III,30,28.2,100,Hordeum vulgare ssp.,1,0,Hordeum vulgare
1094,194,III,28,57.8,100,Cruciferae sp.,3,0,Cruciferae sp.
1095,194,III,28,57.8,100,Capparis sp.,1,0,Capparis sp.
1096,194,III,28,57.8,100,Malva parviflora,1,0,Malva parviflora
1097,194,III,28,57.8,100,Pistacia cf. lentiscus,522,0,Pistacia cf. lentiscus
1098,194,III,28,57.8,100,Lathyrus sp.,1,0,Lathyrus sp.
1099,194,III,28,57.8,100,Lens sp.,10,0,Lens sp.
1100,194,III,28,57.8,100,Leguminosae,9,0,Leguminosae
1101,194,III,28,57.8,100,Prunus amygdalus,38,0,Prunus amygdalus
1102,194,III,28,57.8,100,Pyrus amygdaliformis,6,0,Pyrus amygdaliformis
1103,194,III,28,57.8,100,Alkanna sp.,2,0,Alkanna sp.
1104,194,III,28,57.8,100,Avena sp.,213,0,Avena sp.
1105,194,III,28,57.8,100,Hordeum vulgare ssp.,1,18,Hordeum vulgare
1106,195,III,440,197.3,100,Prunus amygdalus,30,0,Prunus amygdalus
1107,195,III,440,197.3,100,no flot,0,0,no flot
1108,196,III,554,213.9,81,Fumaria sp.,1,0,Fumaria sp.
1109,196,III,554,213.9,81,Cruciferae sp.,1,0,Cruciferae sp.
1110,196,III,554,213.9,81,Pistacia cf. lentiscus,85,0,Pistacia cf. lentiscus
1111,196,III,554,213.9,81,Lens sp.,5,0,Lens sp.
1112,196,III,554,213.9,81,Pisum/Vicia sp.,1,0,Pisum/Vicia sp.
1113,196,III,554,213.9,81,Leguminosae,10,0,Leguminosae
1114,196,III,554,213.9,81,Prunus amygdalus,26,0,Prunus amygdalus
1115,196,III,554,213.9,81,Pyrus amygdaliformis,12,0,Pyrus amygdaliformis
1116,196,III,554,213.9,81,Galium sp.,1,0,Galium sp.
1117,196,III,554,213.9,81,Lithospermum arvense,5,0,Lithospermum
1118,196,III,554,213.9,81,Avena sp.,84,0,Avena sp.
1119,196,III,554,213.9,81,Hordeum vulgare ssp.,5,0,Hordeum vulgare
1120,196,III,554,213.9,81,seed indet.,0,8,seed indet.
1121,197,III,226,81.6,100,Prunus amygdalus,24,0,Prunus amygdalus
1122,198,III,208,98.5,100,Pistacia cf. lentiscus,27,0,Pistacia cf. lentiscus
1123,198,III,208,98.5,100,Lens sp.,2,0,Lens sp.
1124,198,III,208,98.5,100,Leguminosae,2,0,Leguminosae
1125,198,III,208,98.5,100,Leguminosae,1,0,Leguminosae
1126,198,III,208,98.5,100,Prunus amygdalus,11,0,Prunus amygdalus
1127,198,III,208,98.5,100,Pyrus amygdaliformis,13,0,Pyrus amygdaliformis
1128,198,III,208,98.5,100,Calendula sp.,1,0,Calendula sp.
1129,198,III,208,98.5,100,Alkanna sp.,1,0,Alkanna sp.
1130,198,III,208,98.5,100,Avena sp.,60,0,Avena sp.
1131,198,III,208,98.5,100,Hordeum vulgare ssp.,5,0,Hordeum vulgare
1132,199,II/III,242,59.6,100,Pistacia cf. lentiscus,1,0,Pistacia cf. lentiscus
1133,199,II/III,242,59.6,100,Leguminosae,2,0,Leguminosae
1134,199,II/III,242,59.6,100,Prunus amygdalus,5,0,Prunus amygdalus
1135,199,II/III,242,59.6,100,Lithospermum arvense,1,0,Lithospermum
1136,199,II/III,242,59.6,100,cf. Colchicum/Polygonatum,2,0,cf. Colchicum/Polygonatum
1137,199,II/III,242,59.6,100,Avena sp.,4,0,Avena sp.
1138,199,II/III,242,59.6,100,culm node indet.,1,0,culm node
1139,200,II/III,208,54,100,Pistacia cf. lentiscus,0,3,Pistacia cf. lentiscus
1140,200,II/III,208,54,100,Leguminosae,1,0,Leguminosae
1141,200,II/III,208,54,100,Prunus amygdalus,12,0,Prunus amygdalus
1142,200,II/III,208,54,100,Pyrus amygdaliformis,2,12,Pyrus amygdaliformis
1143,200,II/III,208,54,100,Lithospermum arvense,1,0,Lithospermum
1144,201,II/III,141,19.7,100,Pistacia cf. lentiscus,0,3,Pistacia cf. lentiscus
1145,201,II/III,141,19.7,100,Prunus amygdalus,2,0,Prunus amygdalus
1146,201,II/III,141,19.7,100,Lithospermum arvense,1,25,Lithospermum
1147,202,II/III,277,67.4,100,Pistacia cf. lentiscus,0,1,Pistacia cf. lentiscus
1148,202,II/III,277,67.4,100,Lens sp.,2,0,Lens sp.
1149,202,II/III,277,67.4,100,Leguminosae,1,0,Leguminosae
1150,202,II/III,277,67.4,100,Prunus amygdalus,3,0,Prunus amygdalus
1151,202,II/III,277,67.4,100,Alkanna sp.,1,0,Alkanna sp.
1152,203,I/III,366,64.7,100,Malva parviflora,1,0,Malva parviflora
1153,203,I/III,366,64.7,100,Pistacia cf. lentiscus,1,0,Pistacia cf. lentiscus
1154,203,I/III,366,64.7,100,Lens sp.,1,0,Lens sp.
1155,203,I/III,366,64.7,100,Prunus amygdalus,2,0,Prunus amygdalus
1156,203,I/III,366,64.7,100,Alkanna sp.,1,0,Alkanna sp.
1157,203,I/III,366,64.7,100,Avena sp.,5,0,Avena sp.
1158,204,I/III,312,17.7,100,Prunus amygdalus,0,1,Prunus amygdalus
1159,204,I/III,312,17.7,100,Submitted for C14 dating,0,0,Submitted for C14 dating
1160,205,II,381,19.7,100,Pistacia cf. lentiscus,3,0,Pistacia cf. lentiscus
1161,205,II,381,19.7,100,Leguminosae,1,0,Leguminosae
1162,205,II,381,19.7,100,Prunus amygdalus,2,0,Prunus amygdalus
1163,205,II,381,19.7,100,Lithospermum arvense,8,0,Lithospermum
1164,205,II,381,19.7,100,Alkanna sp.,8,0,Alkanna sp.
1165,205,II,381,19.7,100,Avena sp.,0,1,Avena sp.
1166,206,Ib,277,9.8,100,Leguminosae,1,0,Leguminosae
1167,206,Ib,277,9.8,100,Pyrus amygdaliformis,1,0,Pyrus amygdaliformis
1168,206,Ib,277,9.8,100,Lithospermum arvense,12,0,Lithospermum
1169,206,Ib,277,9.8,100,Alkanna sp.,9,0,Alkanna sp.
1170,206,Ib,277,9.8,100,Avena sp.,1,0,Avena sp.
1171,207,Ib,298,6.7,100,Lithospermum arvense,1,0,Lithospermum
1172,207,Ib,298,6.7,100,Alkanna sp.,5,0,Alkanna sp.
1173,208,Ib,797,10.1,100,Lathyrus sp.,1,0,Lathyrus sp.
1174,208,Ib,797,10.1,100,Pyrus amygdaliformis,1,0,Pyrus amygdaliformis
1175,208,Ib,797,10.1,100,Lithospermum arvense,179,0,Lithospermum
1176,209,Ib,624,2.2,100,Lithospermum arvense,108,0,Lithospermum
1177,209,Ib,624,2.2,100,Anchusa sp.,1,0,Anchusa sp.
1178,209,Ib,624,2.2,100,Alkanna sp.,49,0,Alkanna sp.
1179,210,0,244,0,0,0,0,0,0
1180,211,Ib,15,1.1,100,Lithospermum arvense,41,0,Lithospermum
1181,211,Ib,15,1.1,100,Anchusa sp.,5,0,Anchusa sp.
1182,211,Ib,15,1.1,100,Alkanna sp.,49,0,Alkanna sp.
1183,212,Ib,488,3.6,100,Lithospermum arvense,301,0,Lithospermum
1184,212,Ib,488,3.6,100,Anchusa sp.,1,0,Anchusa sp.
1185,212,Ib,488,3.6,100,Alkanna sp.,11,0,Alkanna sp.
1186,213,Ib,107,0.8,100,Pistacia cf. lentiscus,1,0,Pistacia cf. lentiscus
1187,213,Ib,107,0.8,100,Lithospermum arvense,17,0,Lithospermum
1188,213,Ib,107,0.8,100,Anchusa sp.,6,0,Anchusa sp.
1189,213,Ib,107,0.8,100,Alkanna sp.,24,0,Alkanna sp.
1190,214,Ib,391,1.4,100,Lithospermum arvense,72,0,Lithospermum
1191,214,Ib,391,1.4,100,Alkanna sp.,91,0,Alkanna sp.
1192,215,Ib,77,1.3,100,Lithospermum arvense,93,0,Lithospermum
1193,215,Ib,77,1.3,100,Alkanna sp.,113,0,Alkanna sp.
1194,216,Ib,90,2.5,100,Pistacia cf. lentiscus,2,0,Pistacia cf. lentiscus
1195,216,Ib,90,2.5,100,Lithospermum arvense,881,0,Lithospermum
1196,216,Ib,90,2.5,100,Anchusa sp.,3,0,Anchusa sp.
1197,216,Ib,90,2.5,100,Alkanna sp.,13,0,Alkanna sp.
1198,217,Ib,179,4,100,Pistacia cf. lentiscus,0,3,Pistacia cf. lentiscus
1199,217,Ib,179,4,100,Lithospermum arvense,576,0,Lithospermum
1200,217,Ib,179,4,100,Anchusa sp.,1,0,Anchusa sp.
1201,217,Ib,179,4,100,Alkanna sp.,278,0,Alkanna sp.
1202,218,Ia,213,0.2,100,Lithospermum arvense,25,0,Lithospermum
1203,218,Ia,213,0.2,100,Alkanna sp.,46,0,Alkanna sp.
1204,219,Ia,672,0.8,100,Lithospermum arvense,35,0,Lithospermum
1205,219,Ia,672,0.8,100,Anchusa sp.,1,0,Anchusa sp.
1206,219,Ia,672,0.8,100,Alkanna sp.,203,0,Alkanna sp.
1207,220,Ia,213,1.2,100,Lithospermum arvense,99,0,Lithospermum
1208,220,Ia,213,1.2,100,Alkanna sp.,313,0,Alkanna sp.
1209,221,Ia,315,1.6,100,Lithospermum arvense,148,0,Lithospermum
1210,221,Ia,315,1.6,100,Alkanna sp.,284,0,Alkanna sp.
1211,222,Ia,316,2,100,Lithospermum arvense,49,0,Lithospermum
1212,222,Ia,316,2,100,Alkanna sp.,559,0,Alkanna sp.
1213,223,Ia,693,3.5,100,Lithospermum arvense,31,0,Lithospermum
1214,223,Ia,693,3.5,100,Alkanna sp.,1088,0,Alkanna sp.
1215,224,Ia,561,2.7,100,Lithospermum arvense,167,0,Lithospermum
1216,224,Ia,561,2.7,100,Alkanna sp.,747,0,Alkanna sp.
1217,225,Ia,416,3.4,100,Lithospermum arvense,159,0,Lithospermum
1218,225,Ia,416,3.4,100,Alkanna sp.,1023,0,Alkanna sp.
1219,226,Ia,866,5.9,100,Lithospermum arvense,248,0,Lithospermum
1220,226,Ia,866,5.9,100,Anchusa sp.,1,0,Anchusa sp.
1221,226,Ia,866,5.9,100,Alkanna sp.,2001,0,Alkanna sp.
1222,227,Ia,146,0.7,100,Lithospermum arvense,7,0,Lithospermum
1223,227,Ia,146,0.7,100,Alkanna sp.,152,0,Alkanna sp.
